review_id,review_rating,review_sentences,label
znXjYOQL7HCEU3kdwma7Xg,5,"He's wonderful, checks up on us timely, and tells is straight when it comes to the food.",Positive
znXjYOQL7HCEU3kdwma7Xg,5,"The food is surprisingly tasty and have had the chicken, ribs, and onion rings.",Positive
znXjYOQL7HCEU3kdwma7Xg,5,Definitely would come back and they got a veggie burger for you veggies out there.,
znXjYOQL7HCEU3kdwma7Xg,5,Revamped menu that you need to check it out.,Neutral
znXjYOQL7HCEU3kdwma7Xg,5,Thanks Nehemi!,Positive
cVQ-Ld8GfRtC9NvdUcTYMg,4,Mike the bartender made my last two nights here great.,Positive
cVQ-Ld8GfRtC9NvdUcTYMg,4,"I was here for business and had never been in NJ, everything was clean and food was delicious.",Positive
cVQ-Ld8GfRtC9NvdUcTYMg,4,I wouldn't recommend the broccoli cheddar as that was watery and salty but service was amazing and the rib eye and salad bar on point,Somewhat Positive
q67uyLcRN_LNku0YV7vUsA,4,It was close and good basic food.,Somewhat Positive
q67uyLcRN_LNku0YV7vUsA,4,Service was good amd drinks were cold.,Positive
q67uyLcRN_LNku0YV7vUsA,4,I would go back as it was as expected.,Positive
RCLR9RpbpCc1am2_1bamkQ,5,My daughter and I love BurgerPalace My favorite entree is the hickory bourbon chicken with two sides.,Positive
RCLR9RpbpCc1am2_1bamkQ,5,I have never been disappointed and always received incredible service.,Positive
RCLR9RpbpCc1am2_1bamkQ,5,They have tasty cocktails too.,Positive
KdGfHJe-WuRO-Xov9_60ug,1,Please don't come here expecting quality service.,Negative
KdGfHJe-WuRO-Xov9_60ug,1,Why be in the service industry if you aren't a people person or have an attitude?,Negative
KdGfHJe-WuRO-Xov9_60ug,1,It's very hostile and never experienced this at a chain restaurant,Negative
pn0fUmZZWn8UepBpGM4tGg,1,I have not been to a BurgerPalace in quite a while and thought a burger might be a good idea...,
pn0fUmZZWn8UepBpGM4tGg,1,WRONG!!,
pn0fUmZZWn8UepBpGM4tGg,1,This was most probably the worst burger I have ever seen....,Negative
pn0fUmZZWn8UepBpGM4tGg,1,"I just couldn't eat it, the fries was cold and old, the burger looked like someone sat on it!",Negative
pn0fUmZZWn8UepBpGM4tGg,1,Sorry to say but now I understand why they have a sign on the door for cooks!,Negative
pn0fUmZZWn8UepBpGM4tGg,1,They will NEVER see me again!,Negative
nH74GPUsEfV50lIL7mytaA,5,Everything was very good!!,Positive
nH74GPUsEfV50lIL7mytaA,5,And the services very nice too and It is near to Newark airport,Somewhat Positive
Vck8CvOpy8cuJBwldLXXwQ,5,Great service by Mike and team tonight!,Positive
Vck8CvOpy8cuJBwldLXXwQ,5,,
Vck8CvOpy8cuJBwldLXXwQ,5,Cheers to you Mike!,Positive
Vck8CvOpy8cuJBwldLXXwQ,5,Thanks for the vibes.,Positive
Vck8CvOpy8cuJBwldLXXwQ,5,I'll be back.,Positive
YPY7cUvcVidaLoSpmUcmRg,1,It's understandable that the restaurant cannot run their salad bar.,Negative
YPY7cUvcVidaLoSpmUcmRg,1,Even though I was excited about it I get it.,Somewhat Negative
YPY7cUvcVidaLoSpmUcmRg,1,However my meal there was severely lacking.,Negative
YPY7cUvcVidaLoSpmUcmRg,1,My drink glass was filthy enough I didn't bother ordering another because I didn't trust the cleaning methods anyway.,Negative
YPY7cUvcVidaLoSpmUcmRg,1,The chicken burger was 80% breading.,Somewhat Negative
YPY7cUvcVidaLoSpmUcmRg,1,Dry.,Negative
YPY7cUvcVidaLoSpmUcmRg,1,Just not good.,Negative
YPY7cUvcVidaLoSpmUcmRg,1,The onion rings fit the same description.,Neutral
YPY7cUvcVidaLoSpmUcmRg,1,I used to enjoy BurgerPalace night hen they were in the Portland area.,Somewhat Positive
YPY7cUvcVidaLoSpmUcmRg,1,I think I just ate my last meal at the chain however.,Negative
gXct1VdJ1vYLMXpFFJv7SQ,1,"I walked into the restaurant and I found the greeter seating in the waiting area, seat's, I asked for table and was told no tables were available, but I could go to the bar area.",Neutral
gXct1VdJ1vYLMXpFFJv7SQ,1,I went to the bar area where there was tables available in the bar area with people seating at the tables and at bar.,Neutral
gXct1VdJ1vYLMXpFFJv7SQ,1,"So I took a seat at a table to only get chastise for sitting at a table from the greeter, I'm 60 y/o & brown color and greeter is about 18 y/o she was brown of color also was rude to me.",Negative
gXct1VdJ1vYLMXpFFJv7SQ,1,I noticed the majority of the restaurant was white and all the brown people who entered the restaurant were given the option to sit at the bar to order their food to go.,Negative
gXct1VdJ1vYLMXpFFJv7SQ,1,"That greeter waited on me, slammed my plate on the table without any eating utensil's and napkins.",Negative
gXct1VdJ1vYLMXpFFJv7SQ,1,I was rushed to pay bill before asking me if I wanted any desert.,Negative
gXct1VdJ1vYLMXpFFJv7SQ,1,I would not go back ever!!!,Negative
ZntwIkJggeVwupjs75fSEA,1,"Good business model... no air condition, making the place incredibly hot and charge money for water.",Negative
ZntwIkJggeVwupjs75fSEA,1,"Reminds me of the 60's, but with over priced beer 13 dollars for a plastic cup.",Negative
ZntwIkJggeVwupjs75fSEA,1,"I don't expect much from an airport ruby tuesdays, but this is below expectations.",Negative
ZntwIkJggeVwupjs75fSEA,1,We need a new airport.,Somewhat Negative
ZntwIkJggeVwupjs75fSEA,1,I feel bad for the people working at this establishment.,Somewhat Negative
5--ABdg3l6JVO9yqzCY0IQ,1,"BurgerPalace should be ashamed of themselves for the ham, cheese and egg breakfast sandwich they serve.",Negative
5--ABdg3l6JVO9yqzCY0IQ,1,"Everyone knows and expects airport prices to be higher but $13.49 for scrambled eggs, a little cheese and 1 thin slice of sandwich meat for the ham!?!",Negative
5--ABdg3l6JVO9yqzCY0IQ,1,Come on!!!,Negative
5--ABdg3l6JVO9yqzCY0IQ,1,"Reading the menu, I was thinking, nice, breakfast potatoes.....don't be fooled like me - they are just French fries.",Negative
5--ABdg3l6JVO9yqzCY0IQ,1,Will not be going back when I am in the Newark airport - go to the seafood place that actually has a real kitchen.,Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,"This is a scam of a ""restaurant.""",Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,We asked for water thinking we would get glasses but instead we got bottled water for $4/each.,Somewhat Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,The waitress should have informed us this was bottled and the cost.,Somewhat Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,$12 for 4 disgusting mozzarella sticks and $17 for 4 chicken fingers with fries.,Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,"Also, $12.50 for a blue moon.",Neutral
sOTeTIh6tvNZnT4dg8uVlQ,1,"Cost was outrageous, spend your money at the smaller marketplaces.",Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,Horrendous service too.,Negative
sOTeTIh6tvNZnT4dg8uVlQ,1,My husband and I made an agreement to never return to this restaurant chain ever again.,Negative
APr8q-orGEstdlafTCjMWQ,1,Our flight was delayed and we needed to eat so we stopped in here for some dinner and a drink .,Neutral
APr8q-orGEstdlafTCjMWQ,1,2 Rum and Cokes were 35.00 and we ordered a chicken finger platter that was awful the fries were soggy and the chicken fingers tasted freezer burnt.,Negative
APr8q-orGEstdlafTCjMWQ,1,The server attempted to charge us for 3 drinks instead of 2.,Somewhat Negative
APr8q-orGEstdlafTCjMWQ,1,We had her fix it once we pointed it out to her.,Neutral
APr8q-orGEstdlafTCjMWQ,1,Pricing was extremely high for the service and quality that was provided,Somewhat Negative
B-pHARPOGmeXdkGjbjoiLw,1,So here are the cliff notes.,Neutral
B-pHARPOGmeXdkGjbjoiLw,1,Bad serviceLazyNo personalityGave them $20 for change to tip.,
B-pHARPOGmeXdkGjbjoiLw,1,Gave me 4 $5 bills.,Neutral
B-pHARPOGmeXdkGjbjoiLw,1,Which meant i want a 5 tip on 15 meal.,
B-pHARPOGmeXdkGjbjoiLw,1,She got huffy and said no dollar bills.,Somewhat Negative
B-pHARPOGmeXdkGjbjoiLw,1,Nice try.,Somewhat Negative
B-pHARPOGmeXdkGjbjoiLw,1,No guilt.,Neutral
z4KbsItECkFosMvNa9OovA,2,Absolutely no care to sanitize a table after the last customer..,Somewhat Negative
z4KbsItECkFosMvNa9OovA,2,Food is decent.,Neutral
z4KbsItECkFosMvNa9OovA,2,Three items on the lunch entree menu.,Neutral
z4KbsItECkFosMvNa9OovA,2,So so customer service,Neutral
3NcjX-xkAQEtChpfMjnGIQ,1,This Place sucksssss.,Negative
3NcjX-xkAQEtChpfMjnGIQ,1,The waitress didn't write down my order.,Neutral
3NcjX-xkAQEtChpfMjnGIQ,1,Guess what happened.,Neutral
3NcjX-xkAQEtChpfMjnGIQ,1,I didn't get my entire order and I was in a time crunch for my flight.,Somewhat Negative
3NcjX-xkAQEtChpfMjnGIQ,1,"You have to buy bottle water, that is $3.50..",Somewhat Negative
3NcjX-xkAQEtChpfMjnGIQ,1,their menu is trash.,Negative
3NcjX-xkAQEtChpfMjnGIQ,1,Even if you dine in you have to eat out of a styrofoam container.,Somewhat Negative
7b8KgdiMZ5hbawfA5NRujw,2,Their menu was very limited and wasn't even fresh.,Negative
7b8KgdiMZ5hbawfA5NRujw,2,The drink menu was also limited and they did not have a large assortment liquor.,Somewhat Negative
7b8KgdiMZ5hbawfA5NRujw,2,The staff was nice and doing the best they could.,Somewhat Positive
DCxVrYVR55o-q4e8BRZzjw,1,Avoid this place.,Negative
DCxVrYVR55o-q4e8BRZzjw,1,I was charged $12.26 for a plastic cup of Coors Light.,Somewhat Negative
DCxVrYVR55o-q4e8BRZzjw,1,This is just ridiculous.,Somewhat Negative
DCxVrYVR55o-q4e8BRZzjw,1,And unless I was getting food I wasn't allowed to get a table since bar seats were taken so I had to drink it outside.,Somewhat Negative
DCxVrYVR55o-q4e8BRZzjw,1,There's another bar on this terminal (Phillips) which is also ultra expensive but at least you can have a seat and enjoy your pricey beer.,Somewhat Positive
1a3H2v3tF7YcLXc5Zq7DFw,1,Menus small probably cause of covid but doesn't give the blonde female server an excuse to be rude to customers.,Negative
1a3H2v3tF7YcLXc5Zq7DFw,1,She came over and asked me to pay quicker because I was taking too long to get my money out.,Somewhat Negative
1a3H2v3tF7YcLXc5Zq7DFw,1,While not bothering other customers who had been there longer than me.,Somewhat Negative
1a3H2v3tF7YcLXc5Zq7DFw,1,Her excuse was each table was only allowed 20 minutes like what a joke.,Negative
1a3H2v3tF7YcLXc5Zq7DFw,1,Hope she likes bad tips cause that's not how you treat customers.,Negative
1a3H2v3tF7YcLXc5Zq7DFw,1,I Can't believe she still has a job in customer service.,Negative
DPG5tcfboo3WwQFEqH-7yg,1,I've flown out of and into numerous airports across the nation and world.,Neutral
DPG5tcfboo3WwQFEqH-7yg,1,"So-so food is anticipated at airports, but this place was atrocious.",Negative
DPG5tcfboo3WwQFEqH-7yg,1,"My boyfriend made the mistake of not hanging his bag up when eating (just placed by his chair), and now it is soiled with heavy grease stains.",Negative
DPG5tcfboo3WwQFEqH-7yg,1,This is not to say that grease isn't inevitable.,Neutral
DPG5tcfboo3WwQFEqH-7yg,1,"However, this floor was FILTHY.",Negative
DPG5tcfboo3WwQFEqH-7yg,1,"Grease and liquid were very visible on the floor during PEAK hours, around 6:30 PM on a Sunday.",Somewhat Negative
DPG5tcfboo3WwQFEqH-7yg,1,"If you have any sort of expectations, lower them immediately.",Negative
DPG5tcfboo3WwQFEqH-7yg,1,It's the kind of place where you visit and feel you need to shower.,Negative
DPG5tcfboo3WwQFEqH-7yg,1,This place is a lawsuit waiting to happen.,Negative
DPG5tcfboo3WwQFEqH-7yg,1,I just hope they get reported by the health department before anyone gets injured.,Negative
t1EnMvBVZ4AKerRRQSOZJg,2,The food is good if your really hungry!,Somewhat Negative
t1EnMvBVZ4AKerRRQSOZJg,2,Chicken tenders did their job.,Neutral
t1EnMvBVZ4AKerRRQSOZJg,2,But since when do you come and demand payment while the customer is still eating?!?!?!,Negative
t1EnMvBVZ4AKerRRQSOZJg,2,Very rude of the older Indian man to come and demand the card to charge while we were literally still eating,Negative
sB8zUr_mS-xJYIl7t3wS2w,1,"My wife and I were flying out of Newark, got to gate at 8pm and looked for someplace to eat.",Neutral
sB8zUr_mS-xJYIl7t3wS2w,1,"Found BurgerPalace near gate 30 terminal A, the place was nearly empty so we sat down at a table for 4, we were promptly told that we had to sit at a table for two, again the place was empty.",Somewhat Negative
sB8zUr_mS-xJYIl7t3wS2w,1,"We told the persons that we needed room for luggage and coats, again we were told to sit at a table for 2!",Somewhat Negative
sB8zUr_mS-xJYIl7t3wS2w,1,"We left, not hurrying back for that type of customer service",Negative
5cooIsJCmvDmOkZlRQSPog,2,"Stopped in for a late lunch, and even though only a few customers, it took quite a to get waited on.",Somewhat Negative
5cooIsJCmvDmOkZlRQSPog,2,They were out of most of their draft beers.,Somewhat Negative
5cooIsJCmvDmOkZlRQSPog,2,"Food was okay, but nothing special for the price.",Somewhat Negative
5cooIsJCmvDmOkZlRQSPog,2,"I had the bourbon salmon, and my guest had ribs and shrimp.",Neutral
5cooIsJCmvDmOkZlRQSPog,2,Lots of fries though!,Positive
5cooIsJCmvDmOkZlRQSPog,2,Lol!,Somewhat Positive
5cooIsJCmvDmOkZlRQSPog,2,"Server was rude, unfriendly and slow!",Negative
5cooIsJCmvDmOkZlRQSPog,2,Too many excellent restaurants in this area to give Ruby's another chance.,Negative
5cooIsJCmvDmOkZlRQSPog,2,Sorry!,Somewhat Negative
Lb5PRGumIFhDw7dcfmN22Q,4,"I love this spot, this is the fist time I've been back since the world went crazy.",Neutral
Lb5PRGumIFhDw7dcfmN22Q,4,It does seem under staffed but the staff that is here is killin it.,Somewhat Positive
Lb5PRGumIFhDw7dcfmN22Q,4,The salad bar is ice cold and the croutons are warm.,Neutral
Lb5PRGumIFhDw7dcfmN22Q,4,I come here after eating poorly for a bit and crush a few salads.,Neutral
Lb5PRGumIFhDw7dcfmN22Q,4,The best pepper grinders in the biz.,Somewhat Positive
Q4V3u2A--PmeOjmzptGNTQ,4,CROUTONS!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,CROUTONS!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,Yummy CROUTONS!Those are worth at least 1 star alone!!!!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,Salad bar was open!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,Fully stocked!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,And had their delicious croutons!!!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,They are delicious!,Positive
Q4V3u2A--PmeOjmzptGNTQ,4,"Only location is in greenwood, don't get get often but glad they made it through the rough time!",Positive
Q4V3u2A--PmeOjmzptGNTQ,4,"Service was great, salad bar is now $4.99 extra as it used to be available as one of your sides, not now but I understand:(My chicken tenders came out a little well done, the loaded fries I didn't care for, they had queso cheese, shredded cheese , bacon and chives.",Somewhat Negative
Q4V3u2A--PmeOjmzptGNTQ,4,Next time I will ask to either keep queso off because as it got cold it got,
Q4V3u2A--PmeOjmzptGNTQ,4,gross:(The,
Q4V3u2A--PmeOjmzptGNTQ,4,drinks were delicious!,
Q4V3u2A--PmeOjmzptGNTQ,4,They have nightly drink specials for $6 and lots of new food options!Highly,
Q4V3u2A--PmeOjmzptGNTQ,4,recommend even if u go just for the croutons!,
nEpzZa84zluXpc3j8zTaug,4,We hadn't been in for a while and they have a new menu.,Neutral
nEpzZa84zluXpc3j8zTaug,4,"Tried the chicken carbonara, loved the mix of veggies, tasty sauce and bacon.",Positive
nEpzZa84zluXpc3j8zTaug,4,Good and friendly service.,Positive
nEpzZa84zluXpc3j8zTaug,4,"I don't know why they don't do something about the bathrooms, there is no excuse for it to be so cold, it has been that way for years.",Somewhat Negative
nEpzZa84zluXpc3j8zTaug,4,So cold the handsoap even felt cold in hands.,Somewhat Negative
ftbh-le7MHOXTBlvdyG0Nw,2,so so t get me wrong.,
ftbh-le7MHOXTBlvdyG0Nw,2,food was hot and had good flavor.,Positive
ftbh-le7MHOXTBlvdyG0Nw,2,how a restaurant can survive with 3 staff and not seat us due to kitchen prioritizing take out over dine in.,Somewhat Negative
ftbh-le7MHOXTBlvdyG0Nw,2,not the best for customer service so again we will vote with our feet.,Somewhat Negative
ZxH23_bGW9d4XqPGM33O5g,1,Super busy and way understaffed.,Somewhat Negative
ZxH23_bGW9d4XqPGM33O5g,1,Waited 20 minutes for a table.,Somewhat Negative
ZxH23_bGW9d4XqPGM33O5g,1,Even though they were pushy the waitress took care of us in a timely manner.,Somewhat Positive
ZxH23_bGW9d4XqPGM33O5g,1,Ordered the PULLED BBQ PORK.,Neutral
ZxH23_bGW9d4XqPGM33O5g,1,It was tough or old and chewy.,Negative
ZxH23_bGW9d4XqPGM33O5g,1,In addition I t was not PULLED it was cut cubes.,Somewhat Negative
ZxH23_bGW9d4XqPGM33O5g,1,When I mentioned this to the waitress all she did was apologize and say she'd pass it on to the cook.,Somewhat Negative
ZxH23_bGW9d4XqPGM33O5g,1,"No discount of any type, not even an offer to exchange it.",Negative
ZxH23_bGW9d4XqPGM33O5g,1,I understand being both busy and short staffed but to not to offer anything for the food that was not as ordered nor fresh is almost insulting...,
ZxH23_bGW9d4XqPGM33O5g,1,lime we only want your money we don't care if the food is right.,
EYeAffRoiHDrIfquNJXBCA,1,Came for lunch but the doors were locked.,Somewhat Negative
EYeAffRoiHDrIfquNJXBCA,1,Stood there for a minute and decided to call since there was no sign as to why they are not open.,Neutral
EYeAffRoiHDrIfquNJXBCA,1,Lady told me they didn't have power and didn't know when they'd be open.,Neutral
EYeAffRoiHDrIfquNJXBCA,1,I wish they'd have some courtesy and put a sign on the door and/or update their website.,Somewhat Negative
EYeAffRoiHDrIfquNJXBCA,1,A couple of cars pulled up and I told them the situation.,Neutral
EYeAffRoiHDrIfquNJXBCA,1,They weren't happy either.,Somewhat Negative
EYeAffRoiHDrIfquNJXBCA,1,One couple said they came from around 86th street.,Neutral
EYeAffRoiHDrIfquNJXBCA,1,What a waste of time.,Negative
GbASkjFDnD1Ogb8LrLpskg,3,THE GARDEN BAR IS OPEN!!!!,Positive
GbASkjFDnD1Ogb8LrLpskg,3,"So happy I went to my favorite chain restaurant for their ""5$ burger and fries or tots"" Marketing email!",Positive
GbASkjFDnD1Ogb8LrLpskg,3,"Five bucks for a mediocre burger and fries, but added the Garden Bar for $4.99 (SO DELICIOUS!)",Positive
GbASkjFDnD1Ogb8LrLpskg,3,"The garden bar is my only RT obsession, everything else is, well...mediocre.",Somewhat Positive
GbASkjFDnD1Ogb8LrLpskg,3,Don't judge me!,Somewhat Negative
_C0lh6_J5N1V3yaL_ySwkw,1,Asked for a medium-rare hamburger and received this.,Somewhat Negative
_C0lh6_J5N1V3yaL_ySwkw,1,Completely raw on the inside and still cold!,Negative
_C0lh6_J5N1V3yaL_ySwkw,1,"I'm so disappointed, won't be eating here ever again.",Negative
SSGKRmSE9LM_uFq1aiGplw,3,Usually good food and service.,Somewhat Positive
SSGKRmSE9LM_uFq1aiGplw,3,Today my mother's chicken had a piece of plastic in the sauce.,Negative
SSGKRmSE9LM_uFq1aiGplw,3,It looked like a tab from a bread bag.,Somewhat Negative
SSGKRmSE9LM_uFq1aiGplw,3,"She got the ribs and they were a little dry, but ok.",Somewhat Negative
SSGKRmSE9LM_uFq1aiGplw,3,The place had no one in it when we arrived.,Neutral
SSGKRmSE9LM_uFq1aiGplw,3,"Where we set, the floor was sticky, our shoes stuck to it.",Somewhat Negative
SSGKRmSE9LM_uFq1aiGplw,3,There was a few pieces of food on the floor.,Somewhat Negative
SSGKRmSE9LM_uFq1aiGplw,3,I figured being almost 5pm and no one here they place would be cleaner.,Somewhat Negative
IgP5djdnc9V8X8u9-Ki7dA,2,Frankly was disappointed.,Negative
IgP5djdnc9V8X8u9-Ki7dA,2,"We came out to celebrate a birthday, looked forward to taking family out to dinner.",Neutral
IgP5djdnc9V8X8u9-Ki7dA,2,"We ordered, we waited close to an hour for the food to be delivered to the table.",Somewhat Negative
IgP5djdnc9V8X8u9-Ki7dA,2,"I ordered my ribeye medium rare, came to the table well done.",Somewhat Negative
IgP5djdnc9V8X8u9-Ki7dA,2,"We ordered 3 ribeyes, all well done.",Neutral
IgP5djdnc9V8X8u9-Ki7dA,2,"Told the staff about my steak, and the other 2 rib eyes, nothing was done to correct it.",Somewhat Negative
IgP5djdnc9V8X8u9-Ki7dA,2,I use to love coming here with family.,Positive
IgP5djdnc9V8X8u9-Ki7dA,2,Staff was friendly at least but very short staffed.,Somewhat Negative
IgP5djdnc9V8X8u9-Ki7dA,2,Hope things change,Somewhat Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,"Okay, so first i go to the garden bar (as they call it) and there were ABSOLUTELY ZERO PLATES.",Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,There were 8 employees watching as I was waiting and i still had to ask them.,Somewhat Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,"After my first time going up and them having no plates, i went a second time, THEY HAD NO FRUIT.",Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,"My child is 250 pounds (he is only 7) and on a strict fruit diet, so he didn't get to eat.",Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,I've had better food at Chuck e. cheese.,Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,My experience here was bad and i hated the bar.,Negative
X2Tndbo-W0Ik7eJLRICUbQ,1,Our waiter was really nice though 2/10 Experience,Somewhat Negative
kHrtot5TKZmxq0gtnbK7-w,1,The salad bar was not at all full.,Negative
kHrtot5TKZmxq0gtnbK7-w,1,Many things were missing.,Negative
kHrtot5TKZmxq0gtnbK7-w,1,Service was good food was eh.,Neutral
kHrtot5TKZmxq0gtnbK7-w,1,I don't know if i recommend there was no pasta and no fruit.,Somewhat Negative
p26V3qG1E_cDW_kFR3qBog,2,Stopped at 5pm on a Sunday wasn't busy didn't get food for an hour.,Somewhat Negative
p26V3qG1E_cDW_kFR3qBog,2,When waitress brought food she said they got 2 large grub hub orders that's what took so long.,Neutral
p26V3qG1E_cDW_kFR3qBog,2,Not sure when grub hub took president over in-person customers.,Somewhat Negative
pOFJ1bP7yX_LL3UEYNX38Q,5,My Favorite place to take my date/wife.,Positive
pOFJ1bP7yX_LL3UEYNX38Q,5,The salad bar is awesome with its numerous choices!,Positive
cipWOfSfIJE8LAGOgzspJg,1,Jeez.,Neutral
cipWOfSfIJE8LAGOgzspJg,1,This is the third time in this town I've order a steak Med rare.,Neutral
cipWOfSfIJE8LAGOgzspJg,1,And the third time I've been served a steak that's well done.,Neutral
cipWOfSfIJE8LAGOgzspJg,1,It sure makes my yorkies happy.,Positive
cipWOfSfIJE8LAGOgzspJg,1,Because I can't eat it.,Negative
GbVq3-ss2G-QfHwjm7MGpQ,5,"Quality of food, and quality of service we're excellent!",Positive
GbVq3-ss2G-QfHwjm7MGpQ,5,We thoroughly enjoyed our visit.,Positive
GbVq3-ss2G-QfHwjm7MGpQ,5,I wish our BurgerPalace didn't close up like they did!,Somewhat Positive
M9pw8tLzbGWIolN6Y5LbTw,3,Stopped in on a road trip.,Neutral
M9pw8tLzbGWIolN6Y5LbTw,3,Ordered ribs which were very good.,Positive
M9pw8tLzbGWIolN6Y5LbTw,3,The coleslaw was soggggy and old.,Negative
M9pw8tLzbGWIolN6Y5LbTw,3,The salad was yesterdays too.,Negative
M9pw8tLzbGWIolN6Y5LbTw,3,The ribeye while cooked to order had a lot of fat.,Somewhat Negative
M9pw8tLzbGWIolN6Y5LbTw,3,The fried shrimp while crispy were the tiniest shrimp I've seen.,Somewhat Negative
M9pw8tLzbGWIolN6Y5LbTw,3,"Our server was great, personable and came round as needed.",Positive
M9pw8tLzbGWIolN6Y5LbTw,3,The cocktails were on point.,Positive
XE3NRBJ9L7DzaGRy2DcKnA,1,Terrible meal manager has bad attitude very unprofessional looking and acting don't know how to make Long Island ice tea really went down hill was good before won't be back meal bad she don't seem to care,
XE3NRBJ9L7DzaGRy2DcKnA,1,never tried to make it right waited 15 minutes for check,
Pp5gPrNwPwLym_jnVmdzig,5,We're from Pittsburgh & were in the area so decided to stop for dinner.,Neutral
Pp5gPrNwPwLym_jnVmdzig,5,"I had been to a BurgerPalace many times years ago but when I went to one in Baltimore a couple years ago with my husband (his first time), he wondered why I spoke so highly of the restaurant because that one was horrendous.",Negative
Pp5gPrNwPwLym_jnVmdzig,5,We decided to check this location out just because why not?,Neutral
Pp5gPrNwPwLym_jnVmdzig,5,We were VERY satisfied.,Positive
Pp5gPrNwPwLym_jnVmdzig,5,The service was impeccable.,
Pp5gPrNwPwLym_jnVmdzig,5,"I got the garden bar & by the time I returned to my seat, my husband's entree had already arrived!",
Pp5gPrNwPwLym_jnVmdzig,5,"Fast, delicious food & the prices don't break the bank.",Positive
Pp5gPrNwPwLym_jnVmdzig,5,We will for sure be back when we're in the area again!,Positive
xuyABffC5lc0t3_t3ZVSUg,2,"Food was not fresh , taste like everything was just frozen and they threw it in the microwave",Negative
Qz6OXG5lJ5UnmPHQiswKrg,1,Do not care for the food at this business!,Negative
Qz6OXG5lJ5UnmPHQiswKrg,1,"Greasy, unhealthy, and poor selection!",Negative
Qz6OXG5lJ5UnmPHQiswKrg,1,Hardly visit this business as I feel sick and thirsty after a meal there!,Negative
Qz6OXG5lJ5UnmPHQiswKrg,1,I would not recommend this restaurant to anyone unless u wanted to stop in just for a drink!,Negative
pReI_iUWMxpGnlRRhgJhkA,1,I ordered for pickup expecting it to be ready as the app started!,Negative
pReI_iUWMxpGnlRRhgJhkA,1,I'm tried worked 10hrs just wanted my food to be ready not have to sit for 20mins when i arrived to wait for my food!,Negative
pReI_iUWMxpGnlRRhgJhkA,1,!,
pReI_iUWMxpGnlRRhgJhkA,1,I expect great service for 5 stars and to receive tips!!,Negative
pReI_iUWMxpGnlRRhgJhkA,1,Get it together,Negative
-48Au3LoYP4Cs3qVmVAwww,1,Well that's a bummer.,Negative
-48Au3LoYP4Cs3qVmVAwww,1,We used to enjoy RT's but it seems like the whole thing has been going downhill for the last few years.,Negative
-48Au3LoYP4Cs3qVmVAwww,1,Well tonight (Valentine's Day) we were looking forward to their food.,Somewhat Positive
-48Au3LoYP4Cs3qVmVAwww,1,"I called to place an order at 4:45pm, which seemed a safe bet as it wasn't the busiest part of the dinner hour.",Neutral
-48Au3LoYP4Cs3qVmVAwww,1,I was put on hold for over 6 minutes.,Somewhat Negative
-48Au3LoYP4Cs3qVmVAwww,1,I finally hung up (assuming I'd been forgotten),
-48Au3LoYP4Cs3qVmVAwww,1,and,
-48Au3LoYP4Cs3qVmVAwww,1,called again.,
-48Au3LoYP4Cs3qVmVAwww,1,"When I was told I'd be put on hold I let them know I'd just been on hold for over 6 minutes, and asked if it was very busy as I didn't want to wait that long again.",Somewhat Negative
-48Au3LoYP4Cs3qVmVAwww,1,"They said they thought it was probably pretty busy ""over there"" and they would try to get me connected faster (no apology).",Somewhat Negative
-48Au3LoYP4Cs3qVmVAwww,1,When they went to transfer my call they hung up on me.,Somewhat Negative
-48Au3LoYP4Cs3qVmVAwww,1,We ended up ordering from a different business.,Somewhat Negative
_qilh625iTw0MMMXy5PeEQ,2,We bought special burgers.,Neutral
_qilh625iTw0MMMXy5PeEQ,2,Looked like they put a slider on a bun 2x the size.,Somewhat Negative
_qilh625iTw0MMMXy5PeEQ,2,"What a waste! Won,t be getting food from there again. And 5 meals that they took no care with.",Negative
_qilh625iTw0MMMXy5PeEQ,2,Everything slide around and not by us.,Somewhat Negative
_BACzVL3PW_IRKVq-N_7KQ,1,Worst brisket I have ever had.,Negative
_BACzVL3PW_IRKVq-N_7KQ,1,Employees just sitting around the bar!,Negative
_BACzVL3PW_IRKVq-N_7KQ,1,I won't be back unless I want a salad.,Negative
uSpg7uu9Wj7Z-uJpaGukEA,5,One of the only places that has an amazing salad bar.,Somewhat Positive
uSpg7uu9Wj7Z-uJpaGukEA,5,Lots of different food to choose from . Truly,Somewhat Positive
