,review_id,review_sentences,predicted_sentiment
1829,GPRiGy42hnJIWzdEib7mEw, It was a really good meal overall for both of us.,positive
1830,GPRiGy42hnJIWzdEib7mEw, We were definitely full by the time we left.,positive
1831,GPRiGy42hnJIWzdEib7mEw,"Overall, this was a very good visit here.",positive
1832,GPRiGy42hnJIWzdEib7mEw, Service was on point and the food was great.,positive
1833,GPRiGy42hnJIWzdEib7mEw, I will definitely be coming back here in the future.,positive
1834,GPRiGy42hnJIWzdEib7mEw, They also have an e-mail rewards program.,negative
1835,GPRiGy42hnJIWzdEib7mEw," If you're in the Town Center area of the city, this place is still worth checking out for a meal.",positive
1836,EKT21Ok1YaFBCsMm2DwaFQ,Ordered Via UBER EATS - the delivery was prompt this review is strictly about the food service/meal.,negative
1837,EKT21Ok1YaFBCsMm2DwaFQ,The food was poorly packaged leading for sauce to leak all over the other containers and inside the bag.,negative
1838,EKT21Ok1YaFBCsMm2DwaFQ,"Side sauces were incorrect, missing drinks and parts of the order, lastly the food arrived barely warm.",negative
1839,EKT21Ok1YaFBCsMm2DwaFQ,Attempted to call the restaurant serval times - the automated answering machine redirected to the website and no availability to leave a voicemail.,negative
1840,nD436Br8-t35DQ1Z6UQE8w,Gave them another chance.,positive
1841,nD436Br8-t35DQ1Z6UQE8w,Waiters standing around and drinking alcohol on the job.,negative
1842,nD436Br8-t35DQ1Z6UQE8w,Ridiculous.,negative
1843,ZoEcGXIEg0hq9pp4xXqPBw,I ordered through grubhub the order arrived in 30 minutes fresh hot looking just like the picture I love their plating it's absolutely amazing sweet potato fries accompanied they were delicious and not too salty the  Crunchy chicken sandwich was still crunchy LA crunchy and cook 2 perfection season 2 perfectionhad bacon  Cheese.,positive
1844,ZoEcGXIEg0hq9pp4xXqPBw,nice soft toasted buttered roll.,positive
1845,ZoEcGXIEg0hq9pp4xXqPBw,I had a gift card that they seemed not to be able to accept anymore for some reason but I but I will order from them again when I don't feel like cooking,negative
1846,4BP-1cQjdhfQSEotSIUaYg,Terrible service despite restaurant being less than 50% full.,negative
1847,4BP-1cQjdhfQSEotSIUaYg,We were there 90 minutes for 2 kids meals and 2 adults.,negative
1848,4BP-1cQjdhfQSEotSIUaYg,Restaurant is at 50% capacity.,negative
1849,18Np3qMQVCETA5OC-Nfxhg,"Great dinner, fantastic service definitely the best we have had here in quite some time.",positive
1850,18Np3qMQVCETA5OC-Nfxhg,Our server Alexis was the best making recommendations and explaining everything.,positive
1851,18Np3qMQVCETA5OC-Nfxhg,She checked on us several times but not too many.,negative
1852,18Np3qMQVCETA5OC-Nfxhg,The full rack of baby back ribs were truly tender and did in fact fall off the bone.,positive
1853,18Np3qMQVCETA5OC-Nfxhg,The only item that was lacking was the upgraded Mac n cheese.,negative
1854,18Np3qMQVCETA5OC-Nfxhg,It had very little flavor.,negative
1855,18Np3qMQVCETA5OC-Nfxhg,Everything else was Great!,positive
1856,18Np3qMQVCETA5OC-Nfxhg,We will definitely be back and hope the improvements continue because we truly enjoy BurgerPalace menu.,positive
1857,ZK_sKIGautn4F9fiPdCmpw,This use to be a quality place to eat.,negative
1858,ZK_sKIGautn4F9fiPdCmpw, ,negative
1859,ZK_sKIGautn4F9fiPdCmpw,One of our favorites.,positive
1860,ZK_sKIGautn4F9fiPdCmpw, Today it was very wasn't.,negative
1861,ZK_sKIGautn4F9fiPdCmpw,Today it was extremely dirty.,negative
1862,ZK_sKIGautn4F9fiPdCmpw,The entry way stank and the glass was filthy.,negative
1863,ZK_sKIGautn4F9fiPdCmpw,"The lettuce on the bar was brown, half empty containers, unbelievably watery ranch dressing, and the glass cover was filthy.",negative
1864,ZK_sKIGautn4F9fiPdCmpw,Food in the floor.,negative
1865,ZK_sKIGautn4F9fiPdCmpw,Spatters of food on the side of unused tables.,negative
1866,ZK_sKIGautn4F9fiPdCmpw,Not to mention our waitress brought us our waters and we never saw her again.,negative
1867,ZK_sKIGautn4F9fiPdCmpw, I got up to get my own extra napkins and had to request the hostess (very sweet but young) to find our wayward waitress to give us our check.,negative
1868,ZK_sKIGautn4F9fiPdCmpw, Never again.,negative
1869,xTK189lKVWzHOfLzAUqeQQ,"Ok so hubby and I arrived and was sat quickly, waiter was good at first, until more people started arriving, seem like she was the only waiter although other waiters had come in.",positive
1870,xTK189lKVWzHOfLzAUqeQQ,"Had to remind for condiments I asked for, and also asked for extra napkins which never came, the waiter came back to our table clearly noticeable was our empty glasses, instead of asking if we need refills she asked if we needed to go boxes, I was literally chewing some food at the time, then the AC started blazing, clearly it was turned up.",negative
1871,xTK189lKVWzHOfLzAUqeQQ,We did get refills.,negative
1872,xTK189lKVWzHOfLzAUqeQQ,"I will say the salad bar is always on point the times I've visited any BurgerPalace they do pride themselves on that, so for that I will give 2 stars.",positive
1873,xTK189lKVWzHOfLzAUqeQQ,"Ok I will give 3 stars because they good about the Covid, however we probably won't be visiting any more of these establishments in the future.",positive
1874,SrCunsmh6EHZsc8fK7RGHw,"I don't expect much from chain restaurants which is why I have to say ""excellent job"" to this location.",positive
1875,SrCunsmh6EHZsc8fK7RGHw, We had a pleasant server and our food was literally some of the best on our whole vacation.,positive
1876,SrCunsmh6EHZsc8fK7RGHw, How unexpected was that???,negative
1877,SrCunsmh6EHZsc8fK7RGHw, We had a great meal at a very reasonable price and we left happy.,positive
1878,SrCunsmh6EHZsc8fK7RGHw, ,negative
1879,SrCunsmh6EHZsc8fK7RGHw,Thanks to the chef here for the great food and the staff for a job,positive
1880,SrCunsmh6EHZsc8fK7RGHw,well done!The,positive
1881,SrCunsmh6EHZsc8fK7RGHw,shrimp and sausage pasta dish was excellent by the way!,positive
1882,d0mnJRk4yI3Umo7JnNuZYw,Can't beat the bogo coupons they send.,negative
1883,d0mnJRk4yI3Umo7JnNuZYw,Burgers always good.,positive
1884,d0mnJRk4yI3Umo7JnNuZYw,We also like the ribs.,positive
1885,d0mnJRk4yI3Umo7JnNuZYw,Chicken Mac and cheese was surprisingly good too,positive
1886,VRMTxm9ppcn2FnDRkiViAQ,"The worst place to eat ever: looks dirty, ultra long wait to be served, the fries were very salted and tasted old oil.",negative
1887,VRMTxm9ppcn2FnDRkiViAQ,The waiter was incompetent.,negative
1888,VRMTxm9ppcn2FnDRkiViAQ,Avoid this place.,negative
1889,0kntC1sPj3qUeG8HozJ2MA,No response after emailing customer relations and providing information they requested.,negative
1890,ZY6eQLZvWIieMcTuYURYKg,"Don't sleep on BurgerPalace They have amazing ribs, salmon and chicken dinners!!",positive
1891,ZY6eQLZvWIieMcTuYURYKg,"If you are craving a gray salad bar, they're the place for that too!",positive
1892,ZY6eQLZvWIieMcTuYURYKg,BurgerPalace has amazing coupons and daily deals; and we're still trying to figure out how they stay in business when they give food away at crazy prices!,positive
1893,ZY6eQLZvWIieMcTuYURYKg,"Check it out, you won't be disappointed.",positive
1894,ZY6eQLZvWIieMcTuYURYKg,I gave them 4 stars because they closed the stores that were closed nearby!,positive
1895,PNlX74IV6qw9uubE4z8Eqw,Went there for lunch today and we both ordered the Garden Bar (we have always loved it).,positive
1896,PNlX74IV6qw9uubE4z8Eqw,It was below sub par.,negative
1897,PNlX74IV6qw9uubE4z8Eqw," Most, if not all, of the food on the bar was OLD.",negative
1898,PNlX74IV6qw9uubE4z8Eqw,"Brown lettuce, dried up cucumbers, dry pasta salad, rubbery spinach and broccoli, squash salad was dry on top from sitting out so long.",negative
1899,PNlX74IV6qw9uubE4z8Eqw,"I tried to eat some of each thing and it all kept getting worse, so I asked to see the manager.",negative
1900,PNlX74IV6qw9uubE4z8Eqw," He was polite, and removed the $11.99 x2 for the salad bars off our bill.",negative
1901,PNlX74IV6qw9uubE4z8Eqw," The waitress came over with our revised bill and said ""I looked at the salad bar and everything looked fine to me.""",positive
1902,PNlX74IV6qw9uubE4z8Eqw,"When I started telling her everything I listed above she rudely interrupted me and said ""wait...I'm leaving"".",negative
1903,PNlX74IV6qw9uubE4z8Eqw,And walked away.,negative
1904,PNlX74IV6qw9uubE4z8Eqw, If she didn't want to hear what I had actually experienced from the salad bar then why did she think it was ok to voice her inexperienced opinion?,negative
1905,PNlX74IV6qw9uubE4z8Eqw, She didn't eat any of it.,negative
1906,PNlX74IV6qw9uubE4z8Eqw, She had no idea how bad it is/was.,negative
1907,PNlX74IV6qw9uubE4z8Eqw, ,negative
1908,PNlX74IV6qw9uubE4z8Eqw,So I will not be returning because 1) they served old food and 2) rude wait staff named Autumn.,negative
1909,PNlX74IV6qw9uubE4z8Eqw,If I could I would give zero stars.,negative
1910,F0YSLv7NiUuNP5pCoOaQ5Q,My daughter and I stopped by on a Friday night for a meal.,negative
1911,F0YSLv7NiUuNP5pCoOaQ5Q, The host was kind enough to put us in a socially distanced area.,positive
1912,F0YSLv7NiUuNP5pCoOaQ5Q, NeNe was the waitress that helped us.,positive
1913,F0YSLv7NiUuNP5pCoOaQ5Q," She was friendly, funny and made sure we had refills and everything we needed.",positive
1914,F0YSLv7NiUuNP5pCoOaQ5Q," The dry rub ribs were delicious, especially with sauce on the side.",positive
1915,F0YSLv7NiUuNP5pCoOaQ5Q, My daughter had the salad bar and loves the salad bar pasta.,positive
1916,F0YSLv7NiUuNP5pCoOaQ5Q, Special thanks to NeNe for excellent service.,positive
1917,84sU1gBYoROhVwjBphrVZw,Would be great if the delivery and takeout menus were matched and easy to order from.,positive
1918,84sU1gBYoROhVwjBphrVZw,"I tried for over an hour to order a hamburger, fries and a dessert to be delivered.",negative
1919,84sU1gBYoROhVwjBphrVZw,I finally gave up and ordered a shrimp and pasta dish just to get it done!,positive
1920,84sU1gBYoROhVwjBphrVZw,"It seams that you cannot get a simple order for delivery, but you can order family size meals.",negative
1921,84sU1gBYoROhVwjBphrVZw,I almost did.,negative
1922,84sU1gBYoROhVwjBphrVZw,This is frustrating!!,negative
1923,5I23H7Fpx4liJwVMysl9NA,"Ordered delivery today from ""Libby's BBQ"" and come to find out it is really BurgerPalace Way to SCAM your guests!!!",negative
1924,5I23H7Fpx4liJwVMysl9NA,Never would have ordered it if I knew that in advance.,negative
1925,5I23H7Fpx4liJwVMysl9NA,The food and portions were average at best and the prices were EXTREMELY high compared to the other BBQ places in the area that serve better food.,negative
1926,5I23H7Fpx4liJwVMysl9NA,I will never be back and by the way a 90% health food grade SUCKS given the fact you get 2 extra point for mgrs. being serve safe certified.,negative
1927,5I23H7Fpx4liJwVMysl9NA,Assuming your mgrs. are certified???,negative
1928,5I23H7Fpx4liJwVMysl9NA,"your real score is an 88% a ""B""!!",negative
1929,5I23H7Fpx4liJwVMysl9NA,Another SCAM!!!,negative
1930,IhTGFQBUBSNUocgkOzLEMA,This sign says staff wear a mask but the people in the back cooking the food do not have masks on and some of the staff are walking around with the mask half or entirely off their face.,negative
1931,IhTGFQBUBSNUocgkOzLEMA,The manager has it hanging half off one ear so it's obviously not enforced.,negative
1932,IhTGFQBUBSNUocgkOzLEMA,If management doesn't take it seriously the why would the staff.,negative
1933,hnDmMQ9Ov46VrpYwgebR4w,Worst place in the area to order food.,negative
1934,hnDmMQ9Ov46VrpYwgebR4w,"I ordered on line and they didn't have an item that was listed, so instead of calling me to change the sides they gave me something I don't eat.",negative
1935,hnDmMQ9Ov46VrpYwgebR4w,Trying to eat after surgery abs have to deal with this.,negative
1936,hnDmMQ9Ov46VrpYwgebR4w, ,negative
1937,hnDmMQ9Ov46VrpYwgebR4w,Called the manager Ryan and he said it's nothing he can do I need to contact ubereats even though my order say sweet potato and they gave me a baked potato ‍ poor customer Service.,negative
1938,hnDmMQ9Ov46VrpYwgebR4w,He was rude and said if you want your money back you deal with them.,negative
1939,hnDmMQ9Ov46VrpYwgebR4w,I didn't ask about no money.,negative
1940,hnDmMQ9Ov46VrpYwgebR4w,I would like to eat,positive
1941,jP-492Ni8xz05T9VXDo14Q,"The 20-year-old hostess, the very first person you see when you walked through the door,  was not wearing a mask at all.",negative
1942,jP-492Ni8xz05T9VXDo14Q,And she said something like she wished everything were back to normal.,negative
1943,jP-492Ni8xz05T9VXDo14Q,The manager was aware of her not wearing a mask but said and did nothing.,negative
1944,jP-492Ni8xz05T9VXDo14Q,"If the resto industry -- and all industries for that matter-- wants to keep functioning, then they should enforce strict rules for both employees and customers to protect people who care enough about their health and others.",negative
1945,jP-492Ni8xz05T9VXDo14Q,You would think they have sense enough to know this so as not to alienate their customers.,negative
1946,jP-492Ni8xz05T9VXDo14Q,I think the government should step in and make this part  of every resto's health inspection.,negative
1947,jP-492Ni8xz05T9VXDo14Q,P.S.,negative
1948,jP-492Ni8xz05T9VXDo14Q,Too bad their grilled chicken and chicken & broccoli were not so bad.,negative
1949,jP-492Ni8xz05T9VXDo14Q,And our waitress was fantastic.,positive
1950,jP-492Ni8xz05T9VXDo14Q,But eating in a resto isn't just about food-- it's also about experience.,negative
1951,bMsYPrHvJgY4UsLaiT53Og,This place never disappoints!,positive
1952,bMsYPrHvJgY4UsLaiT53Og,Best and friendliest service around.,positive
1953,bMsYPrHvJgY4UsLaiT53Og,The salad bar is always stocked and food is always delicious!,positive
1954,bMsYPrHvJgY4UsLaiT53Og,If you want a pleasant dining experience in Garner don't pass on BurgerPalace,positive
1955,MX5-xt6pDhgNBOtw7Xxi0Q,Have not been there in a while but enjoyed the atmosphere.,positive
1956,MX5-xt6pDhgNBOtw7Xxi0Q,Ordered the grilled chicken sandwich as I didn't want a heavy lunch.,negative
1957,MX5-xt6pDhgNBOtw7Xxi0Q,It was alright and I had tater tots with it.,positive
1958,MX5-xt6pDhgNBOtw7Xxi0Q,"You could choose a few sides, free of charge, to replace fries.",negative
1959,MX5-xt6pDhgNBOtw7Xxi0Q,There were other sides for an up charge fee.,negative
1960,MX5-xt6pDhgNBOtw7Xxi0Q,"The plus side was, after I ordered it, the waitress told me it was the special for day.",positive
1961,MX5-xt6pDhgNBOtw7Xxi0Q,It was only 5.99.,negative
1962,MX5-xt6pDhgNBOtw7Xxi0Q,Been a while since I had a special for the day anywhere.,negative
1963,MX5-xt6pDhgNBOtw7Xxi0Q,Meet my frat brother for lunch since I was in his city.,negative
1964,MX5-xt6pDhgNBOtw7Xxi0Q,He ordered the salmon salad and it looked good.,positive
1965,MX5-xt6pDhgNBOtw7Xxi0Q,He really enjoyed it.,positive
1966,MX5-xt6pDhgNBOtw7Xxi0Q,Yes I would suggest the place.,negative
1967,dWquNKsDrzARHK2jyDagyg,Hubby got the philly steak and cheese hoagie and said it was wonderful.,positive
1968,dWquNKsDrzARHK2jyDagyg,I got my salad bar as usual.,negative
1969,dWquNKsDrzARHK2jyDagyg,"Everything was fresh, clean and plentiful.",positive
1970,dWquNKsDrzARHK2jyDagyg, Gordan W. was our server.,negative
1971,dWquNKsDrzARHK2jyDagyg,He was awesome.,positive
1972,dWquNKsDrzARHK2jyDagyg,"Very accommodating, polite and totally on point in every way.",positive
1973,dWquNKsDrzARHK2jyDagyg,We'll be back!!,positive
1974,cCBErpg1CDuPK2D9Cux2YQ,Everything was merely ok.,positive
1975,cCBErpg1CDuPK2D9Cux2YQ,I've had better Stouffer's meals.,positive
1976,cCBErpg1CDuPK2D9Cux2YQ,"‍ The menu looked fabulous, however the reality was not so fab.",positive
1977,cCBErpg1CDuPK2D9Cux2YQ,Are they actually cooking in the kitchen or reheating pre-prepared meals?,negative
1978,KKq3n3ZwMEqX94PFaO3kWQ,Covid is nothing but a scapegoat for awful service.,negative
1979,KKq3n3ZwMEqX94PFaO3kWQ,This place could give a crap less if I came in and ate or not.,negative
1980,KKq3n3ZwMEqX94PFaO3kWQ,Stood at door for 5 minutes before being acknowledged.,negative
1981,KKq3n3ZwMEqX94PFaO3kWQ,Place was empty.,negative
1982,KKq3n3ZwMEqX94PFaO3kWQ,Got seated and no one acknowledges me there either so I left.,negative
1983,jR-zmtELwpXtB6Vbc9Exsw,Walked in after traveling all day and was seated by the hostess.,negative
1984,jR-zmtELwpXtB6Vbc9Exsw,"After waiting 15 minutes for a server, we left.",negative
1985,jR-zmtELwpXtB6Vbc9Exsw,"Bartender was to busy flirting with a girl at the bar, other servers walked by us multiple times like we're not even there.",negative
1986,5-Y4MjFcWlm6ppxjEELciA,I have to say I strongly suggest skipping this restaurant.,negative
1987,5-Y4MjFcWlm6ppxjEELciA,"My wine came in a glass full of lipstick stains from a prior patron, my order took forever and I was incorrectly charged for the wrong, more expensive, chardonnay.",negative
1988,5-Y4MjFcWlm6ppxjEELciA,The salmon on the salad was decent but I guess I  expected more than iceberg lettuce.,negative
1989,5-Y4MjFcWlm6ppxjEELciA,My friend's meal was barely edible but she'll be posting her own review.,negative
1990,NpAs_RZpvGyWbLIdnusW7w,Let me say I understand the pandemic has caused a shortage of servers.,negative
1991,NpAs_RZpvGyWbLIdnusW7w, The manager customer service was worse than the  new server.,negative
1992,NpAs_RZpvGyWbLIdnusW7w, We waited an hour for our food which were quick pick options.,negative
1993,NpAs_RZpvGyWbLIdnusW7w,They got the  order wrong then the portion of the side  items was ridiculous.,negative
1994,NpAs_RZpvGyWbLIdnusW7w,They will not get my money ever again.,negative
1995,egkzTirKcj1wJZtDu_Orzg,"Never offered napkins l, only asked about another beer until I was finished and ready to leave.",negative
1996,egkzTirKcj1wJZtDu_Orzg,If the person at the bar would stay off FaceTime I might come back.,negative
1997,egkzTirKcj1wJZtDu_Orzg,"Food was good 1 star for that,  customer service sucked.",negative
1998,H6YdxOcrmquIkZS_3ep3VQ,The place needs renovation and thorough washing.,negative
1999,H6YdxOcrmquIkZS_3ep3VQ,"We ordered grilled salmon and it was literally cold/frozen  inside, so we had to wait for another grilled salmon.",negative
2000,H6YdxOcrmquIkZS_3ep3VQ,Shouldn't they check temperature of the inside of meat or fish if it's cooked?..  Shrimp and scampi pasta was very plain.,negative
2001,H6YdxOcrmquIkZS_3ep3VQ,The only thing was good was smoked burger with fries.,positive
2002,H6YdxOcrmquIkZS_3ep3VQ,Soft drinks took too long to refill.,negative
2003,H6YdxOcrmquIkZS_3ep3VQ,We left disappointed with the experience.,negative
2004,0d1sEnL3ACHKEXdtAbSbpA,Food is mediocre .,negative
2005,0d1sEnL3ACHKEXdtAbSbpA,I called ahead and confirmed with the bartender that they had kids eat free on tuesdays after 5pm.,negative
2006,0d1sEnL3ACHKEXdtAbSbpA,We had three adult meals and three kids meals .,negative
2007,0d1sEnL3ACHKEXdtAbSbpA,The manager refused to give us the kids eat free discount even though someone on the staff confirmed they were still offering the special .,negative
2008,w0zbAxQ8yTPXLPaIF1itEA,The food was burned and missing chicken from the dish.,negative
2009,w0zbAxQ8yTPXLPaIF1itEA,I,negative
2010,uPMBwlzRFVfKQbtfvN20qg,I wouldn't recommend this place to anyone.,negative
2011,uPMBwlzRFVfKQbtfvN20qg,"On Mother's Day, I felt that I wanted to at least order my mother and I a steak since we couldn't do what we really want due to the Covid 19 outbreak.",negative
2012,uPMBwlzRFVfKQbtfvN20qg,"Now, before people say give them a break because of this, just know the similar restaurants in the same area are just known to be less than a pleasurable experience.",negative
2013,uPMBwlzRFVfKQbtfvN20qg,I ordered online and my mother actually was picking it up to bring on the way to see me so that we may eat together.,negative
2014,uPMBwlzRFVfKQbtfvN20qg,She called from up there to tell em the curb side was a no go because after 20 minutes of waiting no one came out so she went in.,negative
2015,uPMBwlzRFVfKQbtfvN20qg,The manager was the one who dealt with my mother in saying that the order wasn't ready and didn't know when it would be.,negative
2016,uPMBwlzRFVfKQbtfvN20qg,"She also said the ticket number didn't matter because they were so overwhelmed and ""everyone ordered steak"".",negative
2017,uPMBwlzRFVfKQbtfvN20qg,Not a good look.,negative
2018,uPMBwlzRFVfKQbtfvN20qg,My mother handed her the phone because I called to see if everything was ok.,negative
2019,uPMBwlzRFVfKQbtfvN20qg,The manager basically told me the same thing.,negative
2020,uPMBwlzRFVfKQbtfvN20qg,"If I hadn't paid ahead, of course I would have cancelled.",negative
2021,uPMBwlzRFVfKQbtfvN20qg,I had my mother leave because I didn't want her having to do all that on Mother's Day.,negative
2022,uPMBwlzRFVfKQbtfvN20qg,My husband went back up there and brought the order back almost two hours after it was supposed to be done.,negative
2023,uPMBwlzRFVfKQbtfvN20qg,( I gave them an hour because of Covid and it being Mothers Day).,negative
2024,uPMBwlzRFVfKQbtfvN20qg,The steak was thrown together.,negative
2025,uPMBwlzRFVfKQbtfvN20qg,There was no difference in the well and medium well done steaks and both were missing the salad.,negative
2026,uPMBwlzRFVfKQbtfvN20qg,We did however get the baked potato but that was a no go because they decided to put bacon bits on it when that's not how we ordered it because guess what... you guessed it.,negative
2027,uPMBwlzRFVfKQbtfvN20qg,I don't eat pork .,negative
2028,uPMBwlzRFVfKQbtfvN20qg,This was ridiculous.,negative
2029,uPMBwlzRFVfKQbtfvN20qg,I hope any other companies who decide to open back up during the pandemic is ready.,negative
2030,uPMBwlzRFVfKQbtfvN20qg,"This manager told me that they are open , but not fully staffed.",negative
2031,uPMBwlzRFVfKQbtfvN20qg,"They aren't fully open not ready to serve inside, curb side and to go like they say.",negative
2032,uPMBwlzRFVfKQbtfvN20qg,Plus they had a line out of the door trying to figure out what happened to their online order and curbside orders.,negative
2033,uPMBwlzRFVfKQbtfvN20qg,"They may as well have opened their dining room up to full capacity because the way this was set up, there was literally no room for social distancing if that was their goal.",negative
2034,uPMBwlzRFVfKQbtfvN20qg,Do better Camp Creek BurgerPalace !!!,positive
2035,WmdhlaNYV6R59mQCi41d2w,"Nice dining area, long wait just order food, short staffed, 3-cheese brisket sandwich okay",positive
2036,WmdhlaNYV6R59mQCi41d2w,.,negative
2037,WmdhlaNYV6R59mQCi41d2w,The cheese and Texas toast are good but the bacon-like brisket is too chewy and fatty filled.,negative
2038,WmdhlaNYV6R59mQCi41d2w,The fries are crispy good.,positive
2039,WmdhlaNYV6R59mQCi41d2w,The brisket tacodilla has the same issues as the 3-cheese brisket.,negative
2040,WmdhlaNYV6R59mQCi41d2w,Now the salad bar is a different story.,negative
2041,WmdhlaNYV6R59mQCi41d2w,That's still good & highly recommended.,positive
2042,EEVTRaj3hmAfrGqYoLgY2w,The food was just ok to me.,positive
2043,EEVTRaj3hmAfrGqYoLgY2w,It did come out very hot so I could tell they just cooked it.,negative
2044,EEVTRaj3hmAfrGqYoLgY2w,I think the reason I gave it a 3 star was cause the drinks were very weak.,negative
2045,EEVTRaj3hmAfrGqYoLgY2w,So I was a little disappointed.,negative
2046,EEVTRaj3hmAfrGqYoLgY2w,I was hoping for a stronger taste but was disappointed.,negative
2047,EEVTRaj3hmAfrGqYoLgY2w,The staff was very nIce and accommodating.,positive
2048,EEVTRaj3hmAfrGqYoLgY2w,The waiter was also on point.,positive
2049,EEVTRaj3hmAfrGqYoLgY2w,He kept checking on us to see if we needed anything.,negative
2050,EEVTRaj3hmAfrGqYoLgY2w,"Made sure our food was cooked like we wanted, and just a nice guy overall.",positive
2051,EEVTRaj3hmAfrGqYoLgY2w,The salad bar needed to be refreshed.,negative
2052,EEVTRaj3hmAfrGqYoLgY2w,I wasn't liking the choices.,negative
2053,EEVTRaj3hmAfrGqYoLgY2w,It looked like it had been picked over.,negative
2054,EEVTRaj3hmAfrGqYoLgY2w,So even though we got the salad bar I wanted it to have fuller.,negative
2055,EEVTRaj3hmAfrGqYoLgY2w,I will say once I started heading towards the door to leave a worker was at the salad bar replenishing the food but I was already leaving.,negative
2056,EEVTRaj3hmAfrGqYoLgY2w,I will come back because all in all it was a positive experience.,positive
2057,3zsv7rqwdSVaFdCY13y0tQ,Jessica has to be the absolute worst waiter I have ever encountered .,negative
2058,3zsv7rqwdSVaFdCY13y0tQ,We went on a whim here and did we regret ever bit of it.,negative
2059,3zsv7rqwdSVaFdCY13y0tQ,If I could give negative zero stars I would happily do so.,positive
2060,3zsv7rqwdSVaFdCY13y0tQ,Non attentive staff makes the mediocre at best food 10x worse.,negative
2061,3zsv7rqwdSVaFdCY13y0tQ,This place needs to shut down.,negative
2062,3zsv7rqwdSVaFdCY13y0tQ,"And Jessica needs to be fired for her lazy, non attentive, rude self.",negative
2063,45A18KgZHku4uN2zk3_Jlg,10/10 dont recommend... hardly anyone in the restaurant and they have to hold the door for 45 mins... even a party of 2 had to leave.,negative
2064,45A18KgZHku4uN2zk3_Jlg, lazy/rude management.,negative
2065,48s3ofH6VMIoWJzYmIcQMQ,"We ate here on Super Bowl night had appetizer, meal & drinks all things we had were good.",positive
2066,48s3ofH6VMIoWJzYmIcQMQ,We had no problem with service.,positive
2067,ELAwTYPKkbpQv64kUDSQcw,"Service is very slow, kitchen seems to constantly be backed up.",negative
2068,ELAwTYPKkbpQv64kUDSQcw,Prepare to wait quite a while.,negative
2069,BElYTFA8Rsxc4qQsRIM4qQ,"15 minute wait to be seated when the restaurant was at less than 50% capacity, they are understaffed.",negative
2070,BElYTFA8Rsxc4qQsRIM4qQ," The salad bar was not well maintained, the food and dressings were all mixed.",negative
2071,BElYTFA8Rsxc4qQsRIM4qQ,"The salad plates were dirty, had to go through 5 before finding a clean one.",negative
2072,BElYTFA8Rsxc4qQsRIM4qQ, My drink glass was dirty as well.,negative
2073,BElYTFA8Rsxc4qQsRIM4qQ,"The food was not prepared well, some parts over cooked and some under cooked",negative
2074,BElYTFA8Rsxc4qQsRIM4qQ,.,negative
2075,BElYTFA8Rsxc4qQsRIM4qQ, The runner took my wife's meal to another table then back to the front again before brining it to our table as if it were something to show off to everyone.,negative
2076,BElYTFA8Rsxc4qQsRIM4qQ, I remember when BurgerPalace was a nice place.,positive
2077,BElYTFA8Rsxc4qQsRIM4qQ, We were disappointed by everything except out waiter.,negative
2078,ZRqT1p2NYeD0dfK2HEJhGA,We have been there three times each time the salad bar has been amazing as for the rest of the food not so great me and my wife both ordered steaks and our 10-year-old daughter ordered the salmon,positive
2079,ZRqT1p2NYeD0dfK2HEJhGA,the food was horrible I believe roadkill would've tasted better should've went to Arby's across the street this is the third time in A six-month period the service was great the food was horrible will not be a fourth time eat at your own risk go to Burger King or McDonald's you will feel better afterwards,negative
2080,nvlAgo7gE77Hh0LpRbo1Cg,This place has gone downhill in the last 6 months.,negative
2081,nvlAgo7gE77Hh0LpRbo1Cg,My last 2 visits I had poor service.,negative
2082,nvlAgo7gE77Hh0LpRbo1Cg,There were only a few people in the restaurant and the service was extremely slow.,negative
2083,nvlAgo7gE77Hh0LpRbo1Cg,I had a cockroach crawl across the wall of our booth and saw a 2nd above the door!,negative
2084,nvlAgo7gE77Hh0LpRbo1Cg,I will NOT be back!,negative
2085,02bq1Hl1po5SBULseiBHlA,Bad service.,negative
2086,02bq1Hl1po5SBULseiBHlA, I understand you're busy but some friendliness isn't very difficult.,negative
2087,02bq1Hl1po5SBULseiBHlA, If it's hard for you to be polite or smile don't get a service job.,negative
2088,qpXK1vh4DIeJjvT4URUGQw,Hadn't been to this location in well over a year.,negative
2089,qpXK1vh4DIeJjvT4URUGQw,My husband and I were very disappointed.,negative
2090,qpXK1vh4DIeJjvT4URUGQw,We were very surprised that the endless salad bar was an additional $5.99.,positive
2091,qpXK1vh4DIeJjvT4URUGQw,In the past you could always get it as a side with your entree.,negative
2092,qpXK1vh4DIeJjvT4URUGQw,However with inflation we were understanding that restaurants have to raise prices.,negative
2093,qpXK1vh4DIeJjvT4URUGQw,But the salad bar was not well stocked and missing several items.,negative
2094,qpXK1vh4DIeJjvT4URUGQw,If we have to pay $5.99 you would think that it would be well maintained.,negative
2095,qpXK1vh4DIeJjvT4URUGQw,"We did not have a problem with our service, but overall the restaurant was dirty.",negative
2096,qpXK1vh4DIeJjvT4URUGQw,We will not be returning.,negative
2097,qpXK1vh4DIeJjvT4URUGQw,What a shame!,negative
2098,qpXK1vh4DIeJjvT4URUGQw,It had always been one of our favorites.,positive
