review_id,review_date,review_rating,review_title,review_text,review_url,lang,author_avatar,author_url,author_name,location,author_contributions,review_useful_count,review_funny_count,review_cool_count,business_response_text,business_response_name,business_response_role,review_response_date,business_id
3G3ro0KBOE0YWT1phRzT_w,2013-04-28,3,,"We went on a quiet Sunday night.  We were seated immediately in a booth where the spacing....wasn't quite right.  I'm a short--err, petite--person but even my legs were too long for the close proximity in this booth.  There were four of us and our feet were on top of each others'.  Ah well.  There's food and conversation to distract us.Our waitress took our food and drink orders at once and said the biscuits were in the oven so she'd bring them right to us when they're done.  No big deal--we all ordered the salad bar too.  The salad bar was well stocked but the plates were warm, probably straight out from being cleaned.  It just worried me that my salad would be wilted from the heat.  There was your typical iceberg lettuce, baby spinach, and some mixed greens.  At the other end, there was broccoli salad, pasta salad, potato salad.  Love the broccoli salad.The Hubs ordered a $5 Long Island Iced Tea and I think he got what he paid for.  I'm usually pretty sensitive to alcohol, but this drink tasted and looked like it was all sours mix.We were done with our salads when we noticed that people that were just seated behind us received freshly baked biscuits but our table sadly lacked them.  We brought this to her attention shortly after and she kindly brought the four of us two plates of biscuits.Three of us ordered sliders--I ordered the Ruby minis.  They were okay for what they are.  They're cooked well done; I'm not sure if you can request them to be cooked differently.  The slice of cheese covers less than half of the burger, but the pickle slice was crisp.  With as much meat as there is, each slider could use either a larger slice of cheese or maybe two pickle slices--or both!  The burger is rather dry otherwise.  ):  Our friend ordered the turkey sliders--those come with lettuce and tomato!  If you order the salad bar, though, you can just get lettuce and a tomato slice for your regular sliders.  ;DWe were definitely too stuffed for dessert.  The salad bar is the main reason we eat here, and it's probably the reason we would return.",https://www.yelp.com?hrid=3G3ro0KBOE0YWT1phRzT_w,en,https://s3-media0.fl.yelpcdn.com/photo/EA_gbQ-Rqfeg58nJMpznCQ/60s.jpg,https://www.yelp.com/user_details?userid=4XJgb0UYn8vEzqhZEoTerw,Mary D.,"Chesapeake, VA",15,0,0,0,null,null,null,null,OBDjRAbD0AlH8LmTh852CA
SQTcovMXMF2RXfEJURDHPw,2013-03-31,4,,"The only thing I really eat at Ruby Tuesdays is the salad bar, which is amazing and the turkey mini's. I like restaurant's that have a good house burgers, but this place just goes overboard with the burgers and its like a whole day's calories. The service is normally fairly good. My last visit was a late lunch so it was not very packed, but they were fairly busy. Service did take a little longer than anticipated, but I assume it was because it was between meals and the servers had plenty of side work.",https://www.yelp.com?hrid=SQTcovMXMF2RXfEJURDHPw,en,https://s3-media0.fl.yelpcdn.com/photo/bo3mBm6lEXKMRebhI9Mbdw/60s.jpg,https://www.yelp.com/user_details?userid=S5Z12ropGdClB_9PK3EdHg,Leland L.,"Virginia Beach, VA",219,1,0,1,null,null,null,null,OBDjRAbD0AlH8LmTh852CA
Ynr0UNWafYjS0VO6uN2pXQ,2013-01-31,3,,"Tonight I dined at Ruby Tuesday's and I can tell you that the food is nothing to write home about but the service was!  Drew was the name of my waiter and he was outstanding.  When I mean outstanding, I mean that he couldn't have been more perfect.  The food is easily deserving of 3 stars but Drew's service was beyond a 5.I cannot tell you how much I appreciate this type of professionalism within any business.  It clearly is a rarity.",https://www.yelp.com?hrid=Ynr0UNWafYjS0VO6uN2pXQ,en,https://s3-media0.fl.yelpcdn.com/photo/qSxHI-fUYgKt8q6OKPg-bQ/60s.jpg,https://www.yelp.com/user_details?userid=kCIeEgcZIOvsigLrHn7rcg,Marina E.,"Virginia Beach, VA",570,0,0,0,null,null,null,null,OBDjRAbD0AlH8LmTh852CA
iYefeVqqJeXp_4HJpknYfw,2012-08-27,1,,"went in today for lunch,  The portions are small and we got a dirty knife. The place smelled like mold and the salad bar looked like it had seem better days.",https://www.yelp.com?hrid=iYefeVqqJeXp_4HJpknYfw,en,https://s3-media0.fl.yelpcdn.com/photo/-rc6lvZUSCV3rdM13QVhPA/60s.jpg,https://www.yelp.com/user_details?userid=kG_SL19KTLp6Cu9Az5ASOA,Jay P.,"Nashua, NH",23,0,0,0,null,null,null,null,OBDjRAbD0AlH8LmTh852CA
4YCql0GFbr1ufGxaHGIJxw,2011-12-26,3,,"The waitstaff was great. The food was good. No asparagus worth ordering though. Both times I'ce come here, they were puny and over cooked. This time they ran out, but offered me an option and I chose the tomatoes with balsamic vinagrette. They were tasty.",https://www.yelp.com?hrid=4YCql0GFbr1ufGxaHGIJxw,en,https://s3-media0.fl.yelpcdn.com/photo/uKZkdHJfIcfWAnfGoFkyLA/60s.jpg,https://www.yelp.com/user_details?userid=bc631Ld_CZyoQLz6kefxEA,Iva S.,"Norwich, CT",203,0,0,0,null,null,null,null,OBDjRAbD0AlH8LmTh852CA
6TPgF0jYvQ7wJXqFucFJDA,2009-01-14,3,,"I'm not a particularly big fan of Ruby Tuesday only because I try to eat healthy, but strangely enough I've been to a couple around the area. The food is tasty, don't get me wrong, but I just prefer something a little less calorie intensive and less likely to give me cardiovascular disease.HOWEVER, this Ruby Tuesday is probably my favorite thus far. Mainly because the service here was fantastic. The food was pretty much the same as any other place and I thought their salad bar was well kept.",https://www.yelp.com?hrid=6TPgF0jYvQ7wJXqFucFJDA,en,https://s3-media0.fl.yelpcdn.com/photo/GU5fQnnwRfqMgZnzForSyA/60s.jpg,https://www.yelp.com/user_details?userid=X_DkwPTzdO_VWzUcbUXREg,Eric C.,"Seattle, WA",1734,0,1,0,null,null,null,null,OBDjRAbD0AlH8LmTh852CA
0kntC1sPj3qUeG8HozJ2MA,2022-06-26,1,,No response after emailing customer relations and providing information they requested.,https://www.yelp.com?hrid=0kntC1sPj3qUeG8HozJ2MA,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=VFk7PgPSA36RYMS-aro65w,Gina O.,"Willow Spring, NC",8,0,0,0,"Gina, we work hard to ensure each of our guests is responded to in a timely manner. We ask that you reach out to us again at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a> and we will ensure we reach out to you. Please include a copy of this review, and the date and location of your original visit. Thank you.",Guest Services ..,Business Customer Service,2022-06-27,jH7agfowlP9TbXQHApyMxg
ZY6eQLZvWIieMcTuYURYKg,2022-06-07,4,,"Don't sleep on Ruby Tuesday'!!! They have amazing ribs, salmon and chicken dinners!! If you are craving a gray salad bar, they're the place for that too! Ruby Tuesday's has amazing coupons and daily deals; and we're still trying to figure out how they stay in business when they give food away at crazy prices! Check it out, you won't be disappointed. I gave them 4 stars because they closed the stores that were closed nearby!",https://www.yelp.com?hrid=ZY6eQLZvWIieMcTuYURYKg,en,https://s3-media0.fl.yelpcdn.com/photo/QzBAcdHfFkGin1-OOZ9oLQ/60s.jpg,https://www.yelp.com/user_details?userid=IQCxQf9mNKxbC-wYhQ984Q,Joyce R.,"Garner, NC",19,0,0,0,"Joyce, we are happy to hear you had a great experience at our restaurant and want to thank you for your glowing review! We really appreciate your support and hope to serve you again soon so we can earn your full 5-stars.",Guest Services ..,Business Customer Service,2022-06-08,jH7agfowlP9TbXQHApyMxg
PNlX74IV6qw9uubE4z8Eqw,2022-02-11,1,,"Went there for lunch today and we both ordered the Garden Bar (we have always loved it). It was below sub par.  Most, if not all, of the food on the bar was OLD. Brown lettuce, dried up cucumbers, dry pasta salad, rubbery spinach and broccoli, squash salad was dry on top from sitting out so long. I tried to eat some of each thing and it all kept getting worse, so I asked to see the manager.  He was polite, and removed the $11.99 x2 for the salad bars off our bill.  The waitress came over with our revised bill and said ""I looked at the salad bar and everything looked fine to me."" When I started telling her everything I listed above she rudely interrupted me and said ""wait...I'm leaving"". And walked away.  If she didn't want to hear what I had actually experienced from the salad bar then why did she think it was ok to voice her inexperienced opinion?  She didn't eat any of it.  She had no idea how bad it is/was.  So I will not be returning because 1) they served old food and 2) rude wait staff named Autumn. If I could I would give zero stars.",https://www.yelp.com?hrid=PNlX74IV6qw9uubE4z8Eqw,en,https://s3-media0.fl.yelpcdn.com/photo/5Mv8cUSdeyz9KlaiYbgN8A/60s.jpg,https://www.yelp.com/user_details?userid=qLGQ0XZ0apqNmj3KsAbCtA,Joanna L.,"Garner, NC",3,1,0,0,"Joanna, we are disappointed to learn about your recent experience. We work very hard to provide our guests with delicious, fresh food, and the highest quality service possible. We value the support of our guests so much, and we would like to make this up to you so we can restore your confidence in us. When possible, send us an email at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-02-11,jH7agfowlP9TbXQHApyMxg
F0YSLv7NiUuNP5pCoOaQ5Q,2021-12-07,5,,"My daughter and I stopped by on a Friday night for a meal.  The host was kind enough to put us in a socially distanced area.  NeNe was the waitress that helped us.  She was friendly, funny and made sure we had refills and everything we needed.  The dry rub ribs were delicious, especially with sauce on the side.  My daughter had the salad bar and loves the salad bar pasta.  Special thanks to NeNe for excellent service.",https://www.yelp.com?hrid=F0YSLv7NiUuNP5pCoOaQ5Q,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=-JnlLoilNcGI-YgOYOmasQ,M. Jennifer F.,"Raleigh, NC",60,0,0,0,"Thank you so much for taking a moment to highlight the excellent service you received from our team, Jennifer. It was wonderful to serve you and your daughter, and we&#39;re so happy that you two enjoyed yourselves. We can&#39;t wait to see you again!",Guest Services ..,Business Customer Service,2022-01-07,jH7agfowlP9TbXQHApyMxg
84sU1gBYoROhVwjBphrVZw,2021-08-08,3,,"Would be great if the delivery and takeout menus were matched and easy to order from. I tried for over an hour to order a hamburger, fries and a dessert to be delivered. I finally gave up and ordered a shrimp and pasta dish just to get it done! It seams that you cannot get a simple order for delivery, but you can order family size meals. I almost did. This is frustrating!!",https://www.yelp.com?hrid=84sU1gBYoROhVwjBphrVZw,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=4Yok6W--b05z-72Q76CcAA,Toni H.,"Clayton, NC",2,0,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
5I23H7Fpx4liJwVMysl9NA,2021-08-05,1,,"Ordered delivery today from ""Libby's BBQ"" and come to find out it is really Ruby Tuesday!!! Way to SCAM your guests!!! Never would have ordered it if I knew that in advance. The food and portions were average at best and the prices were EXTREMELY high compared to the other BBQ places in the area that serve better food. I will never be back and by the way a 90% health food grade SUCKS given the fact you get 2 extra point for mgrs. being serve safe certified. Assuming your mgrs. are certified??? your real score is an 88% a ""B""!! Another SCAM!!!",https://www.yelp.com?hrid=5I23H7Fpx4liJwVMysl9NA,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=fszY0qlgUQCiOP47OvuJJA,Marylou E.,"Raleigh, NC",55,0,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
IhTGFQBUBSNUocgkOzLEMA,2021-01-23,1,,This sign says staff wear a mask but the people in the back cooking the food do not have masks on and some of the staff are walking around with the mask half or entirely off their face. The manager has it hanging half off one ear so it's obviously not enforced. If management doesn't take it seriously the why would the staff.,https://www.yelp.com?hrid=IhTGFQBUBSNUocgkOzLEMA,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=hJwUr2V4VzoPcQcsDqbYvQ,Anicasia H.,"Morrisville, NC",15,0,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
hnDmMQ9Ov46VrpYwgebR4w,2020-12-20,1,,"Worst place in the area to order food. I ordered on line and they didn't have an item that was listed, so instead of calling me to change the sides they gave me something I don't eat. Trying to eat after surgery abs have to deal with this.  Called the manager Ryan and he said it's nothing he can do I need to contact ubereats even though my order say sweet potato and they gave me a baked potato ‍ poor customer Service. He was rude and said if you want your money back you deal with them. I didn't ask about no money. I would like to eat",https://www.yelp.com?hrid=hnDmMQ9Ov46VrpYwgebR4w,en,https://s3-media0.fl.yelpcdn.com/photo/E8TpVoH5NMPBPpJrrFd75A/60s.jpg,https://www.yelp.com/user_details?userid=S8k7sQ8UBLRzumAAV-YtFQ,Lakisha C.,"Raleigh, NC",13,0,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
jP-492Ni8xz05T9VXDo14Q,2020-11-14,3,,"The 20-year-old hostess, the very first person you see when you walked through the door,  was not wearing a mask at all. And she said something like she wished everything were back to normal. The manager was aware of her not wearing a mask but said and did nothing. If the resto industry -- and all industries for that matter-- wants to keep functioning, then they should enforce strict rules for both employees and customers to protect people who care enough about their health and others. You would think they have sense enough to know this so as not to alienate their customers. I think the government should step in and make this part  of every resto's health inspection. P.S. Too bad their grilled chicken and chicken & broccoli were not so bad. And our waitress was fantastic. But eating in a resto isn't just about food-- it's also about experience.",https://www.yelp.com?hrid=jP-492Ni8xz05T9VXDo14Q,en,https://s3-media0.fl.yelpcdn.com/photo/OJXN5HYwra2g3dZvxm4rSg/60s.jpg,https://www.yelp.com/user_details?userid=2ce5HnsTF2m3WZTvcB8nQg,JC G.,"Raleigh, NC",215,2,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
bMsYPrHvJgY4UsLaiT53Og,2020-03-11,5,,This place never disappoints! Best and friendliest service around. The salad bar is always stocked and food is always delicious! If you want a pleasant dining experience in Garner don't pass on Ruby Tuesday.,https://www.yelp.com?hrid=bMsYPrHvJgY4UsLaiT53Og,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=LxfWn_2d7T3Y18UgFM8vRg,Susanne M.,"Cary, NC",3,0,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
GPKYStqHcKtNYVLy2PvgoQ,2007-08-20,3,,"This is a national chain. I tend to like them better than many other chains, because they have a fairly good salad bar. This particular location has been quiet the times I've been there, clean, and the salad bar well-stocked. The mini burgers, fries, and salad bar deal is a pretty good value, though it's certainly not haute cuisine. There are usually a great variety of burgers on the menu, and these have been good when I've tried them. There are a variety of other dinner entrees, as well.",https://www.yelp.com?hrid=GPKYStqHcKtNYVLy2PvgoQ,en,https://s3-media0.fl.yelpcdn.com/photo/eSe3uIfCPxpLoMEsFDnilA/60s.jpg,https://www.yelp.com/user_details?userid=Egn8Lbwd4g4yqjF3lzYlow,Jeff H.,"Raleigh, NC",195,0,0,0,null,null,null,null,jH7agfowlP9TbXQHApyMxg
MX5-xt6pDhgNBOtw7Xxi0Q,2022-08-23,4,,"Have not been there in a while but enjoyed the atmosphere. Ordered the grilled chicken sandwich as I didn't want a heavy lunch. It was alright and I had tater tots with it. You could choose a few sides, free of charge, to replace fries. There were other sides for an up charge fee. The plus side was, after I ordered it, the waitress told me it was the special for day. It was only 5.99. Been a while since I had a special for the day anywhere. Meet my frat brother for lunch since I was in his city. He ordered the salmon salad and it looked good. He really enjoyed it. Yes I would suggest the place.",https://www.yelp.com?hrid=MX5-xt6pDhgNBOtw7Xxi0Q,en,https://s3-media0.fl.yelpcdn.com/photo/ZrWP6sYQ3nE_NMj5BlOGcg/60s.jpg,https://www.yelp.com/user_details?userid=88t4fiuvxMkkboXJfFTJWg,Russell G.,"Birmingham, AL",65,0,0,0,"Russell, we want to thank you for taking the time to leave such a great review! We hope to serve you again soon so we can earn your full 5-stars.",Guest Services ..,Business Customer Service,2022-08-24,gqfz5vhMbYHQ6K5tahKOfw
dWquNKsDrzARHK2jyDagyg,2022-05-23,5,,"Hubby got the philly steak and cheese hoagie and said it was wonderful. I got my salad bar as usual. Everything was fresh, clean and plentiful.  Gordan W. was our server. He was awesome. Very accommodating, polite and totally on point in every way. We'll be back!!",https://www.yelp.com?hrid=dWquNKsDrzARHK2jyDagyg,en,https://s3-media0.fl.yelpcdn.com/photo/h8CKDvGRWNhtQoLFsZTmug/60s.jpg,https://www.yelp.com/user_details?userid=-ekssupvQDJ0I4ybPEjbHg,Wanda B.,"Cleveland, GA",45,0,0,0,"Wanda, we are thrilled to hear you and your husband enjoyed your meals and received excellent service from a member of our team! Visit us any time.",Guest Services ..,Business Customer Service,2022-05-23,gqfz5vhMbYHQ6K5tahKOfw
cCBErpg1CDuPK2D9Cux2YQ,2022-05-08,2,,"Everything was merely ok. I've had better Stouffer's meals. ‍ The menu looked fabulous, however the reality was not so fab. Are they actually cooking in the kitchen or reheating pre-prepared meals?",https://www.yelp.com?hrid=cCBErpg1CDuPK2D9Cux2YQ,en,https://s3-media0.fl.yelpcdn.com/photo/cp8TOwwCcAG0McbJiUpNXQ/60s.jpg,https://www.yelp.com/user_details?userid=6wWui4rt7V2hN4qCYTwbmg,Gina S.,"Las Vegas, NV",44,0,0,0,"Gina, we are disappointed to hear about your experience. We work hard to provide our guests with delicious food that is prepared with care and would like to make this up to you. When possible, send us an email at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-05-09,gqfz5vhMbYHQ6K5tahKOfw
KKq3n3ZwMEqX94PFaO3kWQ,2022-05-02,1,,Covid is nothing but a scapegoat for awful service. This place could give a crap less if I came in and ate or not. Stood at door for 5 minutes before being acknowledged. Place was empty. Got seated and no one acknowledges me there either so I left.,https://www.yelp.com?hrid=KKq3n3ZwMEqX94PFaO3kWQ,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=ep85Ftwk0w2MHwYw_w7MAw,Steven D.,"GA, GA",1,0,0,0,"Steven, we are disappointed to hear about your experience. We value every one of our guests greatly and truly appreciate their support. We would like to make this up to you and ask that you reach out to us at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-05-05,gqfz5vhMbYHQ6K5tahKOfw
jR-zmtELwpXtB6Vbc9Exsw,2022-03-30,1,,"Walked in after traveling all day and was seated by the hostess. After waiting 15 minutes for a server, we left. Bartender was to busy flirting with a girl at the bar, other servers walked by us multiple times like we're not even there.",https://www.yelp.com?hrid=jR-zmtELwpXtB6Vbc9Exsw,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=xs8L-rY4Q_ODyAk5D1f6Bw,Jeff C.,"Evergreen Park, IL",27,0,0,0,"Jeff, we are disappointed to hear about your experience. We value our guests greatly and work hard to provide them with attentive and professional service on every visit. We would like to make this up to you and ask that you reach out to us at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-03-31,gqfz5vhMbYHQ6K5tahKOfw
5-Y4MjFcWlm6ppxjEELciA,2022-03-14,1,,"I have to say I strongly suggest skipping this restaurant. My wine came in a glass full of lipstick stains from a prior patron, my order took forever and I was incorrectly charged for the wrong, more expensive, chardonnay. The salmon on the salad was decent but I guess I  expected more than iceberg lettuce. My friend's meal was barely edible but she'll be posting her own review.",https://www.yelp.com?hrid=5-Y4MjFcWlm6ppxjEELciA,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=Fghn-oaZWRv4b4UJNpLIpQ,Mary E.,"Calhoun Isles, Minneapolis, MN",1,0,0,0,"Mary, we are disappointed to hear about your experience. We work hard to provide our guests with accurate service and a clean, comfortable environment. We missed the mark and did not provide you with the experience you deserve. We would like to make this up to you and ask that you reach out to us at your earliest convenience at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-03-15,gqfz5vhMbYHQ6K5tahKOfw
NpAs_RZpvGyWbLIdnusW7w,2022-02-22,1,,Let me say I understand the pandemic has caused a shortage of servers.  The manager customer service was worse than the  new server.  We waited an hour for our food which were quick pick options. They got the  order wrong then the portion of the side  items was ridiculous. They will not get my money ever again.,https://www.yelp.com?hrid=NpAs_RZpvGyWbLIdnusW7w,en,https://s3-media0.fl.yelpcdn.com/photo/p3KcSUwyAMAUvaUxWU2SLw/60s.jpg,https://www.yelp.com/user_details?userid=Xgd3eO4l5-M4Wi6rwCr51A,Adrian G.,"Smyrna, GA",23,0,0,0,"Adrian, we are disappointed to hear about your experience, as we work hard to provide our guests with accurate service and excellent, delicious food. We would like to discuss your concerns further, and ask that you email us at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-02-23,gqfz5vhMbYHQ6K5tahKOfw
egkzTirKcj1wJZtDu_Orzg,2022-02-20,1,,"Never offered napkins l, only asked about another beer until I was finished and ready to leave. If the person at the bar would stay off FaceTime I might come back. Food was good 1 star for that,  customer service sucked.",https://www.yelp.com?hrid=egkzTirKcj1wJZtDu_Orzg,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=MFnIS-srlhyjs5KWTd_hJg,Robert P.,"Marietta, GA",3,0,0,0,"Robert, we are disappointed to hear about your experience, as we work hard to provide our guests with quality, professional service in addition to their delicious food. We would like to make this up to you, and ask that you reach out to us at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-02-22,gqfz5vhMbYHQ6K5tahKOfw
H6YdxOcrmquIkZS_3ep3VQ,2022-02-12,1,,"The place needs renovation and thorough washing. We ordered grilled salmon and it was literally cold/frozen  inside, so we had to wait for another grilled salmon. Shouldn't they check temperature of the inside of meat or fish if it's cooked?..  Shrimp and scampi pasta was very plain. The only thing was good was smoked burger with fries. Soft drinks took too long to refill. We left disappointed with the experience.",https://www.yelp.com?hrid=H6YdxOcrmquIkZS_3ep3VQ,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=9DUkJ4wJkoTNleU_kgrkkA,Olga D.,"St Petersburg, FL",1,0,0,0,"Olga, while we&#39;re happy to hear you enjoyed our burger and fries, we are disappointed to learn you had a bad overall experience. We work hard to provide our guests with delicious food that is prepared with the utmost care. We seem to have missed the mark during your visit, and we&#39;d like to make this up to you. When possible, reach out to us at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a>. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-02-14,gqfz5vhMbYHQ6K5tahKOfw
0d1sEnL3ACHKEXdtAbSbpA,2021-11-30,2,,Food is mediocre . I called ahead and confirmed with the bartender that they had kids eat free on tuesdays after 5pm. We had three adult meals and three kids meals . The manager refused to give us the kids eat free discount even though someone on the staff confirmed they were still offering the special .,https://www.yelp.com?hrid=0d1sEnL3ACHKEXdtAbSbpA,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=es2Pnx1DpuX2MneyLVPfJw,Tyler H.,"Surfside Beach, SC",11,0,0,0,"Tyler, we are disappointed to hear you weren&#39;t impressed with our food, and that your experience with our team was far from stellar. We work hard to offer our guests the best service possible, and that includes being accommodating and providing accurate communication. We would like to make this up to you, and ask that you email us at <a href=""mailto:guestrelations@rubytuesday.com"">guestrelations@rubytuesd…</a> so we can work towards restoring your total confidence in us. Please include a copy of this review, and the date and location of your visit. Thank you.",Guest Services ..,Business Customer Service,2022-01-10,gqfz5vhMbYHQ6K5tahKOfw
wJuErJvZJhxTpbl7bJLZHA,2011-09-06,4,,"Yeah Ruby's is a chain.  It was one of the original ""brass and fern"" restaurants, and I am thankful to see the brass and ferns have gone the way of the dinosaur.Item to disclose: I once worked for this chain.  In grad school, I made ends meet waiting tables Friday to Monday at Ruby's in Greenville, SC while taking and teaching classes at Clemson Monday to Thursday.  Waiting tables is back breaking work that makes you appreciate the value of teamwork and a hard day's work. Having worked at Ruby's for a couple of years, I would gladly dine at one.  But one thing I learned waiting tables: don't piss off your waitron.  He or she sees your food before you do.  I'll leave it at that.  It's been several years since I've been to a Ruby's.  This one on Delk is the closest to us but is still several miles away, but we are not often near by, and it's just easier to stay closer to home. However, we had to run by Team Ford to pick up the Wagon Queen Family Truckster after getting the airbag light fixed, so we were right in the area and opted to stop by.  Additionally, we happened to have a coupon as well!The decor has changed from the brass and ferns of years ago.  The place is open, airy, and decorated tastefully.  The bar is in the center of the restaurant, but you run into the salad bar upon entering.  Might not be the best spot for it, but I guess that's how they want to run it.  Although we didn't get the salad bar, it appeared to have plenty of items to choose from.The menu has changed as well.  Gone is one of my favorites: the teriyaki marinated sirloin. That item was a real pleaser!  The menu has a nice mix of fish, chicken, and steak, but I will admit that the steak choices seemed rather slim.  But there were plenty of fix items to choose from. I picked the Creole-seasoned tilapia with sautéed shrimp.  It was one of the best fish dishes I'd had in a long time!  My wife choose a chicken dish and was pleased but wished she'd gotten the fish.  You get your choice of two sides with a dinner entree, and the there are plenty of sides to choose from.  I got sugar snap peas and mashed 'taters.  The kids chose the mini-burgers and the chicken fingers, both of which came with ample fries. Refills arrived quickly, and they even refilled my younger son's chocolate milk at no extra charge.  Most places charge for each chocolate milk refill.  Maybe they normally do here, and we got off, but it was a nice perk either way.So yes, this is a chain, but I don't think you'll be disappointed if you attend.  We went on a week night, and it wasn't busy at all, but I cannot speak to what it's like on weekends.  It is a tad off the beaten path being on Delk Road, but at least it's convenient to East Cobb.",https://www.yelp.com?hrid=wJuErJvZJhxTpbl7bJLZHA,en,https://s3-media0.fl.yelpcdn.com/photo/Hqfcp0G1-YCreAiXVCnPRQ/60s.jpg,https://www.yelp.com/user_details?userid=IpHnGpk1UXt3xdOVKFB7UQ,Bronson B.,"Marietta, GA",30,3,0,0,null,null,null,null,gqfz5vhMbYHQ6K5tahKOfw
8oVuHJSYHCvFxTBQ6xuM3A,2010-02-08,3,,"We wanted to go into the street last night to watch the second half of the SuperBowl, so we decided to go somewhere that the extended commercial break that was The Who's performance would give us enough time to drive to.  We went for Ruby Tuesday's.  The last few times we've gone there, its practically been empty, we wouldn't be surprised if they were to go the way so many other restaurants have in the last several years...We sat at the bar and found pretty quickly that this was going to be interesting, they TV's, which are typically on different channels were on different cable systems.  One was on regular cable, the other was on the box, so while we were waiting in suspense to see what happened on one TV, on the other, we already knew the outcome.  Oh, well...So, we ordered.  I got a plain old chicken sandwich and boy was it plain.  Plain tasting, plain looking, and just a standard chicken sandwich.  The fries were supposed to be bottomless, I guess my bottom was pretty shallow.  I got water, no ice and was treated like it.  I never did get a refill whereas the boyfriend who got peach lemonade had a non-stop supply that came to him constantly.  He got a pasta dish with chicken that was actually... umm... tasty.  That's usually unheard of in places such as this.  The salad bar was pretty good as well.",https://www.yelp.com?hrid=8oVuHJSYHCvFxTBQ6xuM3A,en,https://s3-media0.fl.yelpcdn.com/photo/5Zl0SFvFYDT12hlNOhQG0Q/60s.jpg,https://www.yelp.com/user_details?userid=O3WTUXUe0a3OM2NENcCuiA,Shica B.,"Marietta, GA",267,2,1,0,null,null,null,null,gqfz5vhMbYHQ6K5tahKOfw
