review_id,review_sentences,entity,entity_type,predicted_sentiment
OO29ZmbQVUhsgAJASM7cwA,went here today buy 1 get1 use to love this place got shorted shrimp they dropped some said they be back never came ordered dirty rice brought something brought out some more so spicy an hot couldn't eat man I use to love that rice drinks were bad too place use to be a 8 or 9 sorry to see it go down hill got to be a 3 or 5 now wont be back there call me when you can turn things around there dam it was a good place onece,dirty rice brought,FOOD,negative
OO29ZmbQVUhsgAJASM7cwA,went here today buy 1 get1 use to love this place got shorted shrimp they dropped some said they be back never came ordered dirty rice brought something brought out some more so spicy an hot couldn't eat man I use to love that rice drinks were bad too place use to be a 8 or 9 sorry to see it go down hill got to be a 3 or 5 now wont be back there call me when you can turn things around there dam it was a good place onece,rice drinks,FOOD,negative
OO29ZmbQVUhsgAJASM7cwA,went here today buy 1 get1 use to love this place got shorted shrimp they dropped some said they be back never came ordered dirty rice brought something brought out some more so spicy an hot couldn't eat man I use to love that rice drinks were bad too place use to be a 8 or 9 sorry to see it go down hill got to be a 3 or 5 now wont be back there call me when you can turn things around there dam it was a good place onece,8,CARDINAL,negative
OO29ZmbQVUhsgAJASM7cwA,went here today buy 1 get1 use to love this place got shorted shrimp they dropped some said they be back never came ordered dirty rice brought something brought out some more so spicy an hot couldn't eat man I use to love that rice drinks were bad too place use to be a 8 or 9 sorry to see it go down hill got to be a 3 or 5 now wont be back there call me when you can turn things around there dam it was a good place onece,9,CARDINAL,negative
OO29ZmbQVUhsgAJASM7cwA,went here today buy 1 get1 use to love this place got shorted shrimp they dropped some said they be back never came ordered dirty rice brought something brought out some more so spicy an hot couldn't eat man I use to love that rice drinks were bad too place use to be a 8 or 9 sorry to see it go down hill got to be a 3 or 5 now wont be back there call me when you can turn things around there dam it was a good place onece,3 or 5,DATE,negative
OO29ZmbQVUhsgAJASM7cwA,went here today buy 1 get1 use to love this place got shorted shrimp they dropped some said they be back never came ordered dirty rice brought something brought out some more so spicy an hot couldn't eat man I use to love that rice drinks were bad too place use to be a 8 or 9 sorry to see it go down hill got to be a 3 or 5 now wont be back there call me when you can turn things around there dam it was a good place onece,onece,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,We were excited to see a salad bar again!,salad bar,FOOD,positive
Ar8S4KIL3n14EFsJzdtazA,Our waiter was stressed and we could see they were understaffed...part of why I didnt give a lower score.,waiter,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,Our waiter was stressed and we could see they were understaffed...part of why I didnt give a lower score.,lower score,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,We were patient waiting for service.,waiting,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,We were patient waiting for service.,service,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,We all got salad bar and some an entree.,salad bar,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,The salad bar was out of a lot of items and it did not look attended to.,salad bar,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,The entress came out 27 mins later.,27 mins later,TIME,negative
Ar8S4KIL3n14EFsJzdtazA,The tater tops were awesome and food was hot.,tater tops,FOOD,positive
Ar8S4KIL3n14EFsJzdtazA,The tater tops were awesome and food was hot.,awesome,FOOD,positive
Ar8S4KIL3n14EFsJzdtazA,The tater tops were awesome and food was hot.,food,FOOD,positive
Ar8S4KIL3n14EFsJzdtazA,They were running a special 2 for $24 and add endless salad and drink on for $5.That,special,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,They were running a special 2 for $24 and add endless salad and drink on for $5.That,2,CARDINAL,negative
Ar8S4KIL3n14EFsJzdtazA,They were running a special 2 for $24 and add endless salad and drink on for $5.That,24,MONEY,negative
Ar8S4KIL3n14EFsJzdtazA,They were running a special 2 for $24 and add endless salad and drink on for $5.That,add endless salad,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,They were running a special 2 for $24 and add endless salad and drink on for $5.That,drink,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,They were running a special 2 for $24 and add endless salad and drink on for $5.That,5.that,MONEY,negative
Ar8S4KIL3n14EFsJzdtazA,We didnt see our waiter again till end of meal.,waiter,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,bill,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,5.99,MONEY,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,salad,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,2.89,MONEY,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,drink,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,5,MONEY,negative
Ar8S4KIL3n14EFsJzdtazA,We received the bill and found we had been charged $5.99 for salad and $2.89 for drink that was to be $5 as printed on special menu.,special menu,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,We advised the waiter who stated we were wrong as he tried to tell us it was only on another special.,waiter,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,So we paid the bill and ledt only 15% for his tip.,bill,SERVICE,negative
Ar8S4KIL3n14EFsJzdtazA,So we paid the bill and ledt only 15% for his tip.,ledt,PERSON,negative
Ar8S4KIL3n14EFsJzdtazA,Watch your tabs here!,watch your,FOOD,negative
Ar8S4KIL3n14EFsJzdtazA,Watch your tabs here!,tabs,FOOD,negative
QexiQXVzBaATA7ky_Ys7Ew,Food was average and salad bar was less than average.,food,FOOD,negative
QexiQXVzBaATA7ky_Ys7Ew,Food was average and salad bar was less than average.,average,FOOD,negative
QexiQXVzBaATA7ky_Ys7Ew,Food was average and salad bar was less than average.,salad bar,FOOD,negative
QexiQXVzBaATA7ky_Ys7Ew,Staff was very friendly.,staff,SERVICE,positive
H1cWMFRTfU46QEqJRSdVlw,Went there on Friday evening at 6pm.,friday,DATE,negative
H1cWMFRTfU46QEqJRSdVlw,Went there on Friday evening at 6pm.,evening,TIME,negative
H1cWMFRTfU46QEqJRSdVlw,Went there on Friday evening at 6pm.,6pm,TIME,negative
H1cWMFRTfU46QEqJRSdVlw,in about 10 min the waitress came over took our drink order and she asked us if we were ready to order and we did.,about 10 min,TIME,negative
H1cWMFRTfU46QEqJRSdVlw,in about 10 min the waitress came over took our drink order and she asked us if we were ready to order and we did.,waitress,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,in about 10 min the waitress came over took our drink order and she asked us if we were ready to order and we did.,drink,FOOD,negative
H1cWMFRTfU46QEqJRSdVlw,in about 10 min the waitress came over took our drink order and she asked us if we were ready to order and we did.,order,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,in about 10 min the waitress came over took our drink order and she asked us if we were ready to order and we did.,order,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,After 10 minutes we were still waiting for our drinks so I flagged the waitress down and asked for them.,10 minutes,TIME,negative
H1cWMFRTfU46QEqJRSdVlw,After 10 minutes we were still waiting for our drinks so I flagged the waitress down and asked for them.,waiting,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,After 10 minutes we were still waiting for our drinks so I flagged the waitress down and asked for them.,drinks,FOOD,negative
H1cWMFRTfU46QEqJRSdVlw,After 10 minutes we were still waiting for our drinks so I flagged the waitress down and asked for them.,waitress,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,I got the salad bar not impressed !,salad bar,FOOD,negative
H1cWMFRTfU46QEqJRSdVlw,Husband ordered a bacon cheeseburger waited 50 minutes and had to flag her down again to ask for the check as we had to leave to get to our movie.,ordered,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,Husband ordered a bacon cheeseburger waited 50 minutes and had to flag her down again to ask for the check as we had to leave to get to our movie.,bacon cheeseburger,FOOD,negative
H1cWMFRTfU46QEqJRSdVlw,Husband ordered a bacon cheeseburger waited 50 minutes and had to flag her down again to ask for the check as we had to leave to get to our movie.,50 minutes,TIME,negative
H1cWMFRTfU46QEqJRSdVlw,Husband ordered a bacon cheeseburger waited 50 minutes and had to flag her down again to ask for the check as we had to leave to get to our movie.,check,SERVICE,negative
H1cWMFRTfU46QEqJRSdVlw,So she says well you don't have to pay for salad bar or drinks.,salad bar,FOOD,negative
H1cWMFRTfU46QEqJRSdVlw,So she says well you don't have to pay for salad bar or drinks.,drinks,FOOD,negative
0w9ddA8z3FSikDcIxPRvAA,There were two hard clear plastic pieces of plastic mixed into my salad.,two,CARDINAL,negative
0w9ddA8z3FSikDcIxPRvAA,There were two hard clear plastic pieces of plastic mixed into my salad.,clear plastic pieces,FOOD,negative
0w9ddA8z3FSikDcIxPRvAA,There were two hard clear plastic pieces of plastic mixed into my salad.,plastic mixed,FOOD,negative
0w9ddA8z3FSikDcIxPRvAA,There were two hard clear plastic pieces of plastic mixed into my salad.,my salad,FOOD,negative
sOi42X-Ba4OBh5DQEOaLgg,"This review is based only on the fact that they say that they are open until 10:00, yet when we got there at 9:13, the doors were locked and we could see employees looking at us.",based,FOOD,negative
sOi42X-Ba4OBh5DQEOaLgg,"This review is based only on the fact that they say that they are open until 10:00, yet when we got there at 9:13, the doors were locked and we could see employees looking at us.",10:00,TIME,negative
sOi42X-Ba4OBh5DQEOaLgg,"This review is based only on the fact that they say that they are open until 10:00, yet when we got there at 9:13, the doors were locked and we could see employees looking at us.",at 9:13,FOOD,negative
sOi42X-Ba4OBh5DQEOaLgg," After a very long day of getting horses and ourselves ready and down to State Fair, we just wanted a quick, tasty meal, it was extremely frustrating to select a restaurant, get there and then be ignored :(",state fair,ORG,negative
sOi42X-Ba4OBh5DQEOaLgg," After a very long day of getting horses and ourselves ready and down to State Fair, we just wanted a quick, tasty meal, it was extremely frustrating to select a restaurant, get there and then be ignored :(",tasty meal,FOOD,negative
sOi42X-Ba4OBh5DQEOaLgg," After a very long day of getting horses and ourselves ready and down to State Fair, we just wanted a quick, tasty meal, it was extremely frustrating to select a restaurant, get there and then be ignored :(",:(,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg,I only go to this restaurant when other people want to.,people,SERVICE,negative
kJ87sXwpvo8TDFp65WJ5dg, The main reason I never want to go is that is is sooo disgusting.,main,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg, The main reason I never want to go is that is is sooo disgusting.,sooo disgusting,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg,"The floor is so nasty, it made my shoes stick.",shoes stick,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg, How can anyone that manages this restaurant not notice how dirty it is?,manages,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg,"The windowsills are full of dead bugs, the blinds are splattered with old food and god knows what.",blinds are splattered,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg,"The windowsills are full of dead bugs, the blinds are splattered with old food and god knows what.",old food,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg, The floors look like something out of a dive bar in Guadalajara.,guadalajara,GPE,negative
kJ87sXwpvo8TDFp65WJ5dg,"There have been a reviews about their floors from months ago, but obviously nothing was ever done.",reviews,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg,"There have been a reviews about their floors from months ago, but obviously nothing was ever done.",floors from,FOOD,negative
kJ87sXwpvo8TDFp65WJ5dg,"There have been a reviews about their floors from months ago, but obviously nothing was ever done.",months ago,DATE,negative
kJ87sXwpvo8TDFp65WJ5dg," If the kitchen is even half as dirty, make sure your hepatitis shots are up to date!",half,CARDINAL,negative
kJ87sXwpvo8TDFp65WJ5dg,That being said - the service is usually pretty decent and the drinks aren't half bad,service,SERVICE,positive
kJ87sXwpvo8TDFp65WJ5dg,That being said - the service is usually pretty decent and the drinks aren't half bad,drinks,FOOD,positive
kJ87sXwpvo8TDFp65WJ5dg,That being said - the service is usually pretty decent and the drinks aren't half bad,half,CARDINAL,positive
sVmejjCHuPCN6rwzfmkMyg,Awful service.,service,SERVICE,negative
sVmejjCHuPCN6rwzfmkMyg,Our entire order was missing the sides and drinks.,order,SERVICE,negative
sVmejjCHuPCN6rwzfmkMyg,Our entire order was missing the sides and drinks.,drinks,FOOD,negative
sVmejjCHuPCN6rwzfmkMyg,"Then, when I called back again it took 5 minutes of ringing before they answered.",5 minutes,TIME,negative
sVmejjCHuPCN6rwzfmkMyg,Then they proceeded to place me on hold for over 15 minutes.,over 15 minutes,TIME,negative
sVmejjCHuPCN6rwzfmkMyg,"Never eat here, the staff is terrible.",staff,SERVICE,negative
KI9YkJmtqM7GO130t2pSzg,Food was good.,food,FOOD,positive
KI9YkJmtqM7GO130t2pSzg,"Had a couple of the mini me smokehouse burgers and a jalapeño burger, cooked well, the only thing that made this a 3 star rating was our waitress.",mini me smokehouse burgers,FOOD,positive
KI9YkJmtqM7GO130t2pSzg,"Had a couple of the mini me smokehouse burgers and a jalapeño burger, cooked well, the only thing that made this a 3 star rating was our waitress.",a jalapeño burger,FOOD,positive
KI9YkJmtqM7GO130t2pSzg,"Had a couple of the mini me smokehouse burgers and a jalapeño burger, cooked well, the only thing that made this a 3 star rating was our waitress.",cooked,FOOD,positive
KI9YkJmtqM7GO130t2pSzg,"Had a couple of the mini me smokehouse burgers and a jalapeño burger, cooked well, the only thing that made this a 3 star rating was our waitress.",3,CARDINAL,positive
KI9YkJmtqM7GO130t2pSzg,"Had a couple of the mini me smokehouse burgers and a jalapeño burger, cooked well, the only thing that made this a 3 star rating was our waitress.",waitress,SERVICE,positive
KI9YkJmtqM7GO130t2pSzg,She kept forgetting things in our order.,order,SERVICE,negative
KI9YkJmtqM7GO130t2pSzg,She also kept complaining she had too many tables when there were about 6 tables for her.,many tables,FOOD,negative
KI9YkJmtqM7GO130t2pSzg,She also kept complaining she had too many tables when there were about 6 tables for her.,about 6,CARDINAL,negative
gjhN11o5oXn2SORavk8krw,Friendly staff.,staff,SERVICE,positive
gjhN11o5oXn2SORavk8krw,This place is EXTREMELY DIRTY.,extremely,PRODUCT,negative
gjhN11o5oXn2SORavk8krw,This place is EXTREMELY DIRTY.,dirty,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"My Wife and I were here over a Month ago, and I had to write about this place.  After going to the Botanical Gardens, we decided to have Lunch here.  ",a month ago,DATE,negative
tmH3oEvwewuCi3fvNohffA,"My Wife and I were here over a Month ago, and I had to write about this place.  After going to the Botanical Gardens, we decided to have Lunch here.  ",the botanical gardens,LOC,negative
tmH3oEvwewuCi3fvNohffA,"My Wife and I were here over a Month ago, and I had to write about this place.  After going to the Botanical Gardens, we decided to have Lunch here.  ",lunch,PERSON,negative
tmH3oEvwewuCi3fvNohffA,"We go in, and the Hostess seated us at a Booth which we wanted.  ",hostess,SERVICE,negative
tmH3oEvwewuCi3fvNohffA,"We go in, and the Hostess seated us at a Booth which we wanted.  ",booth,PERSON,negative
tmH3oEvwewuCi3fvNohffA,"As we're looking through the Menu, I noticed that the place had not been Vacuumed in who knows how long?!",menu,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"As we're looking through the Menu, I noticed that the place had not been Vacuumed in who knows how long?!",vacuumed,PERSON,negative
tmH3oEvwewuCi3fvNohffA," There was a smell there as well from the Carpet not being Vacuumed, and the Tables looked like they had not been Wiped Down in some time as well.",carpet,ORG,negative
tmH3oEvwewuCi3fvNohffA," There was a smell there as well from the Carpet not being Vacuumed, and the Tables looked like they had not been Wiped Down in some time as well.",vacuumed,ORG,negative
tmH3oEvwewuCi3fvNohffA," There was a smell there as well from the Carpet not being Vacuumed, and the Tables looked like they had not been Wiped Down in some time as well.",tables,FOOD,negative
tmH3oEvwewuCi3fvNohffA," There was a smell there as well from the Carpet not being Vacuumed, and the Tables looked like they had not been Wiped Down in some time as well.",been wiped down,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"We placed our Drink and Food order, and waited to close to an Hour for the Food to arrive!",drink,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"We placed our Drink and Food order, and waited to close to an Hour for the Food to arrive!",food,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"We placed our Drink and Food order, and waited to close to an Hour for the Food to arrive!",order,SERVICE,negative
tmH3oEvwewuCi3fvNohffA,"We placed our Drink and Food order, and waited to close to an Hour for the Food to arrive!",hour,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"We placed our Drink and Food order, and waited to close to an Hour for the Food to arrive!",food,FOOD,negative
tmH3oEvwewuCi3fvNohffA," It wasn't crowded in there, so there should not have been an excuse for the Delay!",delay,PERSON,negative
tmH3oEvwewuCi3fvNohffA," After we got our Food, my Wife noticed that the 'Grilled Zucchini' was too Greasy to EAT!",food,ORG,negative
tmH3oEvwewuCi3fvNohffA," After we got our Food, my Wife noticed that the 'Grilled Zucchini' was too Greasy to EAT!",greasy,FOOD,negative
tmH3oEvwewuCi3fvNohffA," After we got our Food, my Wife noticed that the 'Grilled Zucchini' was too Greasy to EAT!",eat,ORG,negative
tmH3oEvwewuCi3fvNohffA," I tasted one, and it was!",tasted,FOOD,positive
tmH3oEvwewuCi3fvNohffA," It was soaked in Grease for whatever reason, and it was AWFUL!",was soaked,FOOD,negative
tmH3oEvwewuCi3fvNohffA," I had the Chicken Tender Combo, and it wasn't great either.",the chicken tender combo,ORG,negative
tmH3oEvwewuCi3fvNohffA," Both of our orders tasted like the Chef and the Cooks in the Back did not care, and just sent out what they felt",orders tasted,FOOD,negative
tmH3oEvwewuCi3fvNohffA," Both of our orders tasted like the Chef and the Cooks in the Back did not care, and just sent out what they felt",chef,SERVICE,negative
tmH3oEvwewuCi3fvNohffA," Both of our orders tasted like the Chef and the Cooks in the Back did not care, and just sent out what they felt",cooks,FOOD,negative
tmH3oEvwewuCi3fvNohffA,"like!Will not be returning here anytime soon, and I suggest you don't as well come here to eat for your Wallet and Stomach will thank you for not doing so!",like!will,PERSON,negative
tmH3oEvwewuCi3fvNohffA,"like!Will not be returning here anytime soon, and I suggest you don't as well come here to eat for your Wallet and Stomach will thank you for not doing so!",wallet,PERSON,negative
Jmt5osNy5xUsJfj_iZhcgA,This place has gone downhill fast.,downhill fast,FOOD,negative
Jmt5osNy5xUsJfj_iZhcgA,Ordered fried shrimp and it was foul looked like the kind that you buy in the frozen food section,ordered,SERVICE,negative
Jmt5osNy5xUsJfj_iZhcgA,Ordered fried shrimp and it was foul looked like the kind that you buy in the frozen food section,fried shrimp,FOOD,negative
Jmt5osNy5xUsJfj_iZhcgA,Ordered fried shrimp and it was foul looked like the kind that you buy in the frozen food section,frozen food,FOOD,negative
TDGZQTOPJ6JkRN4uTAT42w,Came here today for lunch.,today,DATE,negative
TDGZQTOPJ6JkRN4uTAT42w,"I got the backyard BBQ salad with a glass of wine, and carrot cake for dessert.",backyard bbq salad,FOOD,negative
TDGZQTOPJ6JkRN4uTAT42w,"I got the backyard BBQ salad with a glass of wine, and carrot cake for dessert.",wine,FOOD,negative
TDGZQTOPJ6JkRN4uTAT42w,"I got the backyard BBQ salad with a glass of wine, and carrot cake for dessert.",carrot cake,FOOD,negative
TDGZQTOPJ6JkRN4uTAT42w,"I got the backyard BBQ salad with a glass of wine, and carrot cake for dessert.",dessert,FOOD,negative
TDGZQTOPJ6JkRN4uTAT42w,All were delicious!,all,FOOD,positive
TDGZQTOPJ6JkRN4uTAT42w,"The salad bar was up and running, which I do love, but I'm not sure I'm ready for that yet.",salad bar,FOOD,positive
_jcGCfvt2aSNEBeu6UF8Mw,Dear BurgerPalace no wonder you're going out of business.,burgerpalace,FOOD,negative
_jcGCfvt2aSNEBeu6UF8Mw, We had 10 hungy people ready to eat and you turned us away?,10,CARDINAL,negative
_jcGCfvt2aSNEBeu6UF8Mw, We had 10 hungy people ready to eat and you turned us away?,people,SERVICE,negative
_jcGCfvt2aSNEBeu6UF8Mw,Because you only have one server and one chef?,one,CARDINAL,negative
_jcGCfvt2aSNEBeu6UF8Mw,Because you only have one server and one chef?,one,CARDINAL,negative
_jcGCfvt2aSNEBeu6UF8Mw,Because you only have one server and one chef?,chef,SERVICE,negative
_jcGCfvt2aSNEBeu6UF8Mw,We would have gladly eaten the salad bar.,eaten,FOOD,positive
_jcGCfvt2aSNEBeu6UF8Mw,We would have gladly eaten the salad bar.,salad bar,FOOD,positive
YHJcRAYHmyE1l-ypDVVATg,"I have never been told that I can not be served and I need to leave a restaurant in my life, because I had a party of 5.",party,SERVICE,negative
YHJcRAYHmyE1l-ypDVVATg,"I have never been told that I can not be served and I need to leave a restaurant in my life, because I had a party of 5.",5,CARDINAL,negative
YHJcRAYHmyE1l-ypDVVATg,BUT TO TOLD TO LEAVE AND TO BE RUDE ABOUT IT.,but to told to,FOOD,negative
YHJcRAYHmyE1l-ypDVVATg,BUT TO TOLD TO LEAVE AND TO BE RUDE ABOUT IT.,to,FOOD,negative
YHJcRAYHmyE1l-ypDVVATg,BUT TO TOLD TO LEAVE AND TO BE RUDE ABOUT IT.,rude about,FOOD,negative
YHJcRAYHmyE1l-ypDVVATg,LETS SHUT THIS PLACE DOWN !!!!!!!,lets shut,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,No offense to BurgerPalace but my date and I went here sort of as a joke.,burgerpalace,ORG,negative
1nLv0FeD22mgm2osGP-g2g,We're on a tour of American chain restaurants and neither of us had been to BurgerPalace before.,american,NORP,negative
1nLv0FeD22mgm2osGP-g2g,We're on a tour of American chain restaurants and neither of us had been to BurgerPalace before.,chain restaurants,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,We're on a tour of American chain restaurants and neither of us had been to BurgerPalace before.,burgerpalace,ORG,negative
1nLv0FeD22mgm2osGP-g2g,"I wasn't expecting the food to be that good, and keep in mind it is still a chain that probably gets a lot of frozen stuff from large food distributors, but it was a lovely meal overall!",food,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,"I wasn't expecting the food to be that good, and keep in mind it is still a chain that probably gets a lot of frozen stuff from large food distributors, but it was a lovely meal overall!",frozen stuff from,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,"I wasn't expecting the food to be that good, and keep in mind it is still a chain that probably gets a lot of frozen stuff from large food distributors, but it was a lovely meal overall!",large food distributors,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,"We started with the spinach artichoke dip, which was my least favorite item of the evening, kind of bland and obviously processed.",spinach artichoke dip,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,"We started with the spinach artichoke dip, which was my least favorite item of the evening, kind of bland and obviously processed.",evening,TIME,negative
1nLv0FeD22mgm2osGP-g2g,"We started with the spinach artichoke dip, which was my least favorite item of the evening, kind of bland and obviously processed.",obviously processed,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,We split a Smokehouse Burger topped with BBQ sauce and onion rings (pretty good) and this Asiago Bacon Chicken dish that was the real winner of the night.,split,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,We split a Smokehouse Burger topped with BBQ sauce and onion rings (pretty good) and this Asiago Bacon Chicken dish that was the real winner of the night.,smokehouse burger,ORG,positive
1nLv0FeD22mgm2osGP-g2g,We split a Smokehouse Burger topped with BBQ sauce and onion rings (pretty good) and this Asiago Bacon Chicken dish that was the real winner of the night.,bbq sauce,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,We split a Smokehouse Burger topped with BBQ sauce and onion rings (pretty good) and this Asiago Bacon Chicken dish that was the real winner of the night.,asiago bacon chicken,ORG,positive
1nLv0FeD22mgm2osGP-g2g,We split a Smokehouse Burger topped with BBQ sauce and onion rings (pretty good) and this Asiago Bacon Chicken dish that was the real winner of the night.,real winner,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,We split a Smokehouse Burger topped with BBQ sauce and onion rings (pretty good) and this Asiago Bacon Chicken dish that was the real winner of the night.,the night,TIME,positive
1nLv0FeD22mgm2osGP-g2g,"Our server, Ashley, was friendly and quick to refill drinks.",ashley,ORG,positive
1nLv0FeD22mgm2osGP-g2g,"Our server, Ashley, was friendly and quick to refill drinks.",quick to refill drinks,FOOD,positive
1nLv0FeD22mgm2osGP-g2g,The molten lava cake could have used a little more lava but flavor wasn't bad.,molten lava cake,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,The molten lava cake could have used a little more lava but flavor wasn't bad.,lava but flavor,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,Skip the loaded tots though--the tots aren't crispy enough to carry the nacho cheese sauce and it just disintegrates into a lumpy mess.,skip,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,Skip the loaded tots though--the tots aren't crispy enough to carry the nacho cheese sauce and it just disintegrates into a lumpy mess.,loaded tots,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,Skip the loaded tots though--the tots aren't crispy enough to carry the nacho cheese sauce and it just disintegrates into a lumpy mess.,tots,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,Skip the loaded tots though--the tots aren't crispy enough to carry the nacho cheese sauce and it just disintegrates into a lumpy mess.,n't crispy,FOOD,negative
1nLv0FeD22mgm2osGP-g2g,Skip the loaded tots though--the tots aren't crispy enough to carry the nacho cheese sauce and it just disintegrates into a lumpy mess.,nacho cheese sauce,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,"Husband and I went for meal, the waitress had no idea what the specials were, and we had to inform her of what should be offered as far as happy hour and the new Tex Mex menu.",meal,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,"Husband and I went for meal, the waitress had no idea what the specials were, and we had to inform her of what should be offered as far as happy hour and the new Tex Mex menu.",waitress,SERVICE,negative
ypfshyzTtme9Gjq9Zkadxg,"Husband and I went for meal, the waitress had no idea what the specials were, and we had to inform her of what should be offered as far as happy hour and the new Tex Mex menu.",specials,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,"Husband and I went for meal, the waitress had no idea what the specials were, and we had to inform her of what should be offered as far as happy hour and the new Tex Mex menu.",hour,TIME,negative
ypfshyzTtme9Gjq9Zkadxg,"Husband and I went for meal, the waitress had no idea what the specials were, and we had to inform her of what should be offered as far as happy hour and the new Tex Mex menu.",new,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,"Husband and I went for meal, the waitress had no idea what the specials were, and we had to inform her of what should be offered as far as happy hour and the new Tex Mex menu.",tex mex,ORG,negative
ypfshyzTtme9Gjq9Zkadxg,She said no one ever orders from the Tex Mex menu so we skipped food and just got the salad bar.,tex mex,ORG,negative
ypfshyzTtme9Gjq9Zkadxg,She said no one ever orders from the Tex Mex menu so we skipped food and just got the salad bar.,skipped food,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,She said no one ever orders from the Tex Mex menu so we skipped food and just got the salad bar.,salad bar,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,"The place looked like it was still in COVID lock down, and people were turned away because of the wait (there was about 5 people in the place).",people,SERVICE,negative
ypfshyzTtme9Gjq9Zkadxg,"The place looked like it was still in COVID lock down, and people were turned away because of the wait (there was about 5 people in the place).",about 5,CARDINAL,negative
ypfshyzTtme9Gjq9Zkadxg,"The place looked like it was still in COVID lock down, and people were turned away because of the wait (there was about 5 people in the place).",people,SERVICE,negative
ypfshyzTtme9Gjq9Zkadxg,"The carpet was dirty, the poor waitress was taking all orders and pouring drinks, and we think she was making the food.",waitress,SERVICE,negative
ypfshyzTtme9Gjq9Zkadxg,"The carpet was dirty, the poor waitress was taking all orders and pouring drinks, and we think she was making the food.",pouring drinks,FOOD,negative
ypfshyzTtme9Gjq9Zkadxg,"The carpet was dirty, the poor waitress was taking all orders and pouring drinks, and we think she was making the food.",food,FOOD,negative
MDmNozgAYxX0KNDNTbBuPA, The one star is for that.,one,CARDINAL,negative
