review_id,review_sentences,predicted_sentiment
GAPVNupZkVgNlfb17PFGLQ,"Our waiter wore his mask under his chin, brushed his fingers under his nose (and didn't wash his hands).",negative
GAPVNupZkVgNlfb17PFGLQ,"Salad bar plates were iffy, restaurant floor was sticky, and a glimpse of the kitchen floor was really scary.",negative
GAPVNupZkVgNlfb17PFGLQ,Margaritas were ghastly.,negative
GAPVNupZkVgNlfb17PFGLQ,Food pretty greasy.,negative
GAPVNupZkVgNlfb17PFGLQ,The salad bar was OK.,neutral
GAPVNupZkVgNlfb17PFGLQ,I'd opt for other options in Dickson.,negative
rnKjTOme3X2vK2q_uJX0ow,"I travel here regularly for work and I have had mixed feelings about coming here due to some of the reviews I read, however I decided to give it a try tonight.",neutral
rnKjTOme3X2vK2q_uJX0ow,"I had great service, quick and my food was great!",positive
rnKjTOme3X2vK2q_uJX0ow,The only thing that could have been better was my loaded mashed potatoes.,negative
rnKjTOme3X2vK2q_uJX0ow,I knew from the minute she brought them there would be an issue.,negative
rnKjTOme3X2vK2q_uJX0ow,They use super cold butter on top along with the cold sour cream I knew I needed to remove the butter before it made the potatoes cold.,negative
rnKjTOme3X2vK2q_uJX0ow,I had the bacon bourbon sirloin loaded mashed and rice.,neutral
rnKjTOme3X2vK2q_uJX0ow,Everything was amazing!,positive
mnn4c3DsrQA75y8EakcWhA,"disappointed to go to this restaurant, the terrible attention had an unpleasant smelljust ordering some drinks since we were there",negative
W--3KUyfXvt1PqPlIGsrEA,"Very unpleasant experience, will never come back to this town to stay during my vacation ever again.",negative
W--3KUyfXvt1PqPlIGsrEA,10/10 do not recommend.,negative
W--3KUyfXvt1PqPlIGsrEA,"Waitress was fabulous, the others were completely out of line, and condescending.",negative
W--3KUyfXvt1PqPlIGsrEA,"Waitress had to ""go get fries"" from walmart down the road because they were running out.",negative
weBahZf0oSqJIGfqNGOenQ,Hostess lied to us.,negative
weBahZf0oSqJIGfqNGOenQ,Told us it would be a 15-20 minute wait.,negative
weBahZf0oSqJIGfqNGOenQ,Then after waiting 20 minutes when we asked how long the wait would be we were told the kitchen was backed up and they couldn't tell us how long the wait would be.,negative
weBahZf0oSqJIGfqNGOenQ,This on a night when there were less than 10 tables occupied when we came in.,negative
weBahZf0oSqJIGfqNGOenQ,We understand that these things happen but don't lie to your customers.,negative
QHbOCIv837zevIm701e7sQ,"The server was spectacular, though significantly over worked.",negative
QHbOCIv837zevIm701e7sQ,"She took orders, served food and drinks, bussed tables while sanitizing, checking her sections(obviously understaffed) and got groups bills while attending multiple tables in an entire giant section.",negative
QHbOCIv837zevIm701e7sQ,5 stars to,positive
QHbOCIv837zevIm701e7sQ,her!!The,negative
QHbOCIv837zevIm701e7sQ,food sucked.,negative
QHbOCIv837zevIm701e7sQ,The management and general cleanliness was terrible.,negative
QHbOCIv837zevIm701e7sQ,"My soggy chicken Caesar salad was burnt on one side, barely cooked on the other.",negative
QHbOCIv837zevIm701e7sQ,Shameful.,negative
QHbOCIv837zevIm701e7sQ,The artichoke dip was glistening with oil and Luke warm,neutral
QHbOCIv837zevIm701e7sQ,.,neutral
QHbOCIv837zevIm701e7sQ,Chips were fine.,neutral
QHbOCIv837zevIm701e7sQ,"Took a few bites, didn't bother asking for a redo, because that would have probably taken another 45 minutes.",negative
QHbOCIv837zevIm701e7sQ,"Tipped her 40 percent for her great job, in cash, because she was the only reason for 2 stars.",positive
QHbOCIv837zevIm701e7sQ,This BurgerPalace is in serious need of..... idk? Competition! Or . Whatever.,negative
QHbOCIv837zevIm701e7sQ,"Avoid this place unless you live on Arby's and McDonald's, otherwise, this is 5 star dining for you.",negative
ANxBh8nvNy-NTeYkUQNSoQ,I dont know what happened to this place between the time I moved here two years ago and friday April 17th 2020 but the quality of food has gone completely down hill.,negative
ANxBh8nvNy-NTeYkUQNSoQ,"The mashed potatoes were dry and flavorless, both the 12oz rib eye and the 6oz sirloin were over cook and looked greasy by the time I opened them from our to go boxes.",negative
ANxBh8nvNy-NTeYkUQNSoQ,The burgers had cold melted cheese like it had been sitting for longer than 5 minutes and the fries were not fresh.,negative
ANxBh8nvNy-NTeYkUQNSoQ,The only saving grace of the whole thing was the pineapple upside down cake.,positive
ANxBh8nvNy-NTeYkUQNSoQ,"If a person gives you a set time to pick it up, it should be made just slightly before they arrive, not a while before they arrive and made to sit.",negative
ANxBh8nvNy-NTeYkUQNSoQ,"Also I get social distancing, but you need more than one server out in the lot checking on people, also someone to pick up the phone.",negative
ANxBh8nvNy-NTeYkUQNSoQ,I shouldn't have to call 26 times with no answer and sometimes a busy signal before having to drive there and hope I can catch the only guy working the lot.,negative
ANxBh8nvNy-NTeYkUQNSoQ,"Furthermore beyond the quality of food being terrible, the 6oz. sirloin was not even with my order when I picked it up.",negative
ANxBh8nvNy-NTeYkUQNSoQ,"But the look of the food, that was well before I even went back to get my dang dinner.",negative
ANxBh8nvNy-NTeYkUQNSoQ,Next time I'll just go to mcds and get some hot fresh food.,negative
znXjYOQL7HCEU3kdwma7Xg,If you're ever in a layover from Newark or a cancelled/delayed flight.,neutral
znXjYOQL7HCEU3kdwma7Xg,Chances are the hotel will be in the Elizabeth town area which is close to the airport.,neutral
znXjYOQL7HCEU3kdwma7Xg,There's a mall but close by there's an ihop and a BurgerPalace,neutral
znXjYOQL7HCEU3kdwma7Xg,"Now, it's been ages since I've stepped foot into one but have been here twice over the last few months.",neutral
znXjYOQL7HCEU3kdwma7Xg,I had remembered our server from the first time Nehemi and had the pleasure of seeing him again today.,positive
znXjYOQL7HCEU3kdwma7Xg,"He's wonderful, checks up on us timely, and tells is straight when it comes to the food.",positive
znXjYOQL7HCEU3kdwma7Xg,"The food is surprisingly tasty and have had the chicken, ribs, and onion rings.",positive
znXjYOQL7HCEU3kdwma7Xg,Definitely would come back and they got a veggie burger for you veggies out there.,positive
znXjYOQL7HCEU3kdwma7Xg,Revamped menu that you need to check it out.,neutral
znXjYOQL7HCEU3kdwma7Xg,Thanks Nehemi!,positive
cVQ-Ld8GfRtC9NvdUcTYMg,Mike the bartender made my last two nights here great.,positive
cVQ-Ld8GfRtC9NvdUcTYMg,"I was here for business and had never been in NJ, everything was clean and food was delicious.",positive
cVQ-Ld8GfRtC9NvdUcTYMg,I wouldn't recommend the broccoli cheddar as that was watery and salty but service was amazing and the rib eye and salad bar on point,positive
q67uyLcRN_LNku0YV7vUsA,It was close and good basic food.,positive
q67uyLcRN_LNku0YV7vUsA,Service was good amd drinks were cold.,positive
q67uyLcRN_LNku0YV7vUsA,I would go back as it was as expected.,positive
RCLR9RpbpCc1am2_1bamkQ,My daughter and I love BurgerPalace My favorite entree is the hickory bourbon chicken with two sides.,positive
RCLR9RpbpCc1am2_1bamkQ,I have never been disappointed and always received incredible service.,positive
RCLR9RpbpCc1am2_1bamkQ,They have tasty cocktails too.,positive
KdGfHJe-WuRO-Xov9_60ug,Please don't come here expecting quality service.,negative
KdGfHJe-WuRO-Xov9_60ug,Why be in the service industry if you aren't a people person or have an attitude?,negative
KdGfHJe-WuRO-Xov9_60ug,It's very hostile and never experienced this at a chain restaurant,negative
pn0fUmZZWn8UepBpGM4tGg,I have not been to a BurgerPalace in quite a while and thought a burger might be a good idea...,neutral
pn0fUmZZWn8UepBpGM4tGg,WRONG!!,negative
pn0fUmZZWn8UepBpGM4tGg, This was most probably the worst burger I have ever seen....,negative
pn0fUmZZWn8UepBpGM4tGg,"I just couldn't eat it, the fries was cold and old, the burger looked like someone sat on it!",negative
pn0fUmZZWn8UepBpGM4tGg,Sorry to say but now I understand why they have a sign on the door for cooks!,negative
pn0fUmZZWn8UepBpGM4tGg,They will NEVER see me again!,negative
nH74GPUsEfV50lIL7mytaA,Everything was very good!!,positive
nH74GPUsEfV50lIL7mytaA,And the services very nice too and It is near to Newark airport,positive
Vck8CvOpy8cuJBwldLXXwQ,Great service by Mike and team tonight!,positive
Vck8CvOpy8cuJBwldLXXwQ, ,neutral
Vck8CvOpy8cuJBwldLXXwQ,Cheers to you Mike!,positive
Vck8CvOpy8cuJBwldLXXwQ,Thanks for the vibes.,positive
Vck8CvOpy8cuJBwldLXXwQ, I'll be back.,positive
YPY7cUvcVidaLoSpmUcmRg,It's understandable that the restaurant cannot run their salad bar.,negative
YPY7cUvcVidaLoSpmUcmRg, Even though I was excited about it I get it.,negative
YPY7cUvcVidaLoSpmUcmRg, However my meal there was severely lacking.,negative
YPY7cUvcVidaLoSpmUcmRg, My drink glass was filthy enough I didn't bother ordering another because I didn't trust the cleaning methods anyway.,negative
YPY7cUvcVidaLoSpmUcmRg, The chicken burger was 80% breading.,negative
YPY7cUvcVidaLoSpmUcmRg, Dry.,negative
YPY7cUvcVidaLoSpmUcmRg, Just not good.,negative
YPY7cUvcVidaLoSpmUcmRg, The onion rings fit the same description.,neutral
YPY7cUvcVidaLoSpmUcmRg,  I used to enjoy BurgerPalace night hen they were in the Portland area.,positive
YPY7cUvcVidaLoSpmUcmRg, I think I just ate my last meal at the chain however.,negative
gXct1VdJ1vYLMXpFFJv7SQ,"I walked into the restaurant and I found the greeter seating in the waiting area, seat's, I asked for table and was told no tables were available, but I could go to the bar area.",neutral
gXct1VdJ1vYLMXpFFJv7SQ, I went to the bar area where there was tables available in the bar area with people seating at the tables and at bar.,neutral
gXct1VdJ1vYLMXpFFJv7SQ," So I took a seat at a table to only get chastise for sitting at a table from the greeter, I'm 60 y/o & brown color and greeter is about 18 y/o she was brown of color also was rude to me.",negative
gXct1VdJ1vYLMXpFFJv7SQ, I noticed the majority of the restaurant was white and all the brown people who entered the restaurant were given the option to sit at the bar to order their food to go.,negative
gXct1VdJ1vYLMXpFFJv7SQ," That greeter waited on me, slammed my plate on the table without any eating utensil's and napkins.",negative
gXct1VdJ1vYLMXpFFJv7SQ, I was rushed to pay bill before asking me if I wanted any desert.,negative
gXct1VdJ1vYLMXpFFJv7SQ, I would not go back ever!!!,negative
ZntwIkJggeVwupjs75fSEA,"Good business model... no air condition, making the place incredibly hot and charge money for water.",negative
ZntwIkJggeVwupjs75fSEA,"Reminds me of the 60's, but with over priced beer 13 dollars for a plastic cup.",negative
ZntwIkJggeVwupjs75fSEA,"I don't expect much from an airport ruby tuesdays, but this is below expectations.",negative
ZntwIkJggeVwupjs75fSEA,We need a new airport.,negative
ZntwIkJggeVwupjs75fSEA,I feel bad for the people working at this establishment.,negative
5--ABdg3l6JVO9yqzCY0IQ,"BurgerPalace should be ashamed of themselves for the ham, cheese and egg breakfast sandwich they serve.",negative
5--ABdg3l6JVO9yqzCY0IQ,"Everyone knows and expects airport prices to be higher but $13.49 for scrambled eggs, a little cheese and 1 thin slice of sandwich meat for the ham!?!",negative
5--ABdg3l6JVO9yqzCY0IQ,Come on!!!,negative
5--ABdg3l6JVO9yqzCY0IQ,"Reading the menu, I was thinking, nice, breakfast potatoes.....don't be fooled like me - they are just French fries.",negative
5--ABdg3l6JVO9yqzCY0IQ,Will not be going back when I am in the Newark airport - go to the seafood place that actually has a real kitchen.,negative
sOTeTIh6tvNZnT4dg8uVlQ,"This is a scam of a ""restaurant.""",negative
sOTeTIh6tvNZnT4dg8uVlQ,We asked for water thinking we would get glasses but instead we got bottled water for $4/each.,negative
sOTeTIh6tvNZnT4dg8uVlQ,The waitress should have informed us this was bottled and the cost.,negative
sOTeTIh6tvNZnT4dg8uVlQ,$12 for 4 disgusting mozzarella sticks and $17 for 4 chicken fingers with fries.,negative
sOTeTIh6tvNZnT4dg8uVlQ,"Also, $12.50 for a blue moon.",neutral
sOTeTIh6tvNZnT4dg8uVlQ,"Cost was outrageous, spend your money at the smaller marketplaces.",negative
sOTeTIh6tvNZnT4dg8uVlQ,Horrendous service too.,negative
sOTeTIh6tvNZnT4dg8uVlQ,My husband and I made an agreement to never return to this restaurant chain ever again.,negative
APr8q-orGEstdlafTCjMWQ,Our flight was delayed and we needed to eat so we stopped in here for some dinner and a drink .,neutral
APr8q-orGEstdlafTCjMWQ,2 Rum and Cokes were 35.00 and we ordered a chicken finger platter that was awful the fries were soggy and the chicken fingers tasted freezer burnt.,negative
APr8q-orGEstdlafTCjMWQ,The server attempted to charge us for 3 drinks instead of 2.,negative
APr8q-orGEstdlafTCjMWQ,We had her fix it once we pointed it out to her.,neutral
APr8q-orGEstdlafTCjMWQ,Pricing was extremely high for the service and quality that was provided,negative
B-pHARPOGmeXdkGjbjoiLw,So here are the cliff notes.,neutral
B-pHARPOGmeXdkGjbjoiLw,Bad serviceLazyNo personalityGave them $20  for change to tip.,negative
B-pHARPOGmeXdkGjbjoiLw,Gave me 4 $5 bills.,negative
B-pHARPOGmeXdkGjbjoiLw,Which meant i want a 5 tip on 15 meal.,negative
B-pHARPOGmeXdkGjbjoiLw,She got huffy and said no dollar bills.,negative
B-pHARPOGmeXdkGjbjoiLw,Nice try.,positive
B-pHARPOGmeXdkGjbjoiLw,No guilt.,positive
z4KbsItECkFosMvNa9OovA,Absolutely no care to sanitize a table after the last customer..,negative
z4KbsItECkFosMvNa9OovA,Food is decent.,neutral
z4KbsItECkFosMvNa9OovA,Three items on the lunch entree menu.,neutral
z4KbsItECkFosMvNa9OovA,So so customer service,positive
3NcjX-xkAQEtChpfMjnGIQ,This Place sucksssss.,negative
3NcjX-xkAQEtChpfMjnGIQ,The waitress didn't write down my order.,negative
3NcjX-xkAQEtChpfMjnGIQ,Guess what happened.,neutral
3NcjX-xkAQEtChpfMjnGIQ,I didn't get my entire order and I was in a time crunch for my flight.,negative
3NcjX-xkAQEtChpfMjnGIQ,"You have to buy bottle water, that is $3.50..",negative
3NcjX-xkAQEtChpfMjnGIQ,their menu is trash.,negative
3NcjX-xkAQEtChpfMjnGIQ,Even if you dine in you have to eat out of a styrofoam container.,negative
7b8KgdiMZ5hbawfA5NRujw,Their menu was very limited and wasn't even fresh.,negative
7b8KgdiMZ5hbawfA5NRujw,The drink menu was also limited and they did not have a large assortment liquor.,negative
7b8KgdiMZ5hbawfA5NRujw,The staff was nice and doing the best they could.,positive
DCxVrYVR55o-q4e8BRZzjw,Avoid this place.,negative
DCxVrYVR55o-q4e8BRZzjw,I was charged $12.26 for a plastic cup of Coors Light.,negative
DCxVrYVR55o-q4e8BRZzjw,This is just ridiculous.,negative
DCxVrYVR55o-q4e8BRZzjw,And unless I was getting food I wasn't allowed to get a table since bar seats were taken so I had to drink it outside.,negative
DCxVrYVR55o-q4e8BRZzjw,There's another bar on this terminal (Phillips) which is also ultra expensive but at least you can have a seat and enjoy your pricey beer.,positive
1a3H2v3tF7YcLXc5Zq7DFw,Menus small probably cause of covid but doesn't give the blonde female server an excuse to be rude to customers.,negative
1a3H2v3tF7YcLXc5Zq7DFw,She came over and asked me to pay quicker because I was taking too long to get my money out.,negative
1a3H2v3tF7YcLXc5Zq7DFw,While not bothering other customers who had been there longer than me.,negative
1a3H2v3tF7YcLXc5Zq7DFw,Her excuse was each table was only allowed 20 minutes like what a joke.,negative
1a3H2v3tF7YcLXc5Zq7DFw,Hope she likes bad tips cause that's not how you treat customers.,negative
1a3H2v3tF7YcLXc5Zq7DFw,I Can't believe she still has a job in customer service.,negative
DPG5tcfboo3WwQFEqH-7yg,I've flown out of and into numerous airports across the nation and world.,neutral
DPG5tcfboo3WwQFEqH-7yg,"So-so food is anticipated at airports, but this place was atrocious.",negative
DPG5tcfboo3WwQFEqH-7yg,"My boyfriend made the mistake of not hanging his bag up when eating (just placed by his chair), and now it is soiled with heavy grease stains.",negative
DPG5tcfboo3WwQFEqH-7yg,This is not to say that grease isn't inevitable.,negative
DPG5tcfboo3WwQFEqH-7yg,"However, this floor was FILTHY.",negative
DPG5tcfboo3WwQFEqH-7yg,"Grease and liquid were very visible on the floor during PEAK hours, around 6:30 PM on a Sunday.",negative
DPG5tcfboo3WwQFEqH-7yg,"If you have any sort of expectations, lower them immediately.",negative
DPG5tcfboo3WwQFEqH-7yg,It's the kind of place where you visit and feel you need to shower.,negative
DPG5tcfboo3WwQFEqH-7yg,This place is a lawsuit waiting to happen.,negative
DPG5tcfboo3WwQFEqH-7yg,I just hope they get reported by the health department before anyone gets injured.,negative
t1EnMvBVZ4AKerRRQSOZJg,The food is good if your really hungry!,positive
t1EnMvBVZ4AKerRRQSOZJg,Chicken tenders did their job.,positive
t1EnMvBVZ4AKerRRQSOZJg,But since when do you come and demand payment while the customer is still eating?!?!?!,negative
t1EnMvBVZ4AKerRRQSOZJg,Very rude of the older Indian man to come and demand the card to charge while we were literally still eating,negative
sB8zUr_mS-xJYIl7t3wS2w,"My wife and I were flying out of Newark, got to gate at 8pm and looked for someplace to eat.",neutral
sB8zUr_mS-xJYIl7t3wS2w," Found BurgerPalace near gate 30 terminal A,  the place was nearly empty so we sat down at a table for 4, we were promptly told that we had to sit at a table for two, again the place was empty.",negative
sB8zUr_mS-xJYIl7t3wS2w," We told the persons that we needed room for luggage and coats, again we were told to sit at a table for 2!",negative
sB8zUr_mS-xJYIl7t3wS2w," We left, not hurrying back for that type of customer service",negative
5cooIsJCmvDmOkZlRQSPog,"Stopped in for a late lunch, and even though only a few customers, it took quite a to get waited on.",negative
5cooIsJCmvDmOkZlRQSPog,They were out of most of their draft beers.,negative
5cooIsJCmvDmOkZlRQSPog,"Food was okay, but nothing special for the price.",negative
5cooIsJCmvDmOkZlRQSPog,"I had the bourbon salmon, and my guest had ribs and shrimp.",neutral
5cooIsJCmvDmOkZlRQSPog,Lots of fries though!,positive
5cooIsJCmvDmOkZlRQSPog,Lol!,positive
5cooIsJCmvDmOkZlRQSPog,"Server was rude, unfriendly and slow!",negative
5cooIsJCmvDmOkZlRQSPog,Too many excellent restaurants in this area to give Ruby's another chance.,positive
5cooIsJCmvDmOkZlRQSPog,Sorry!,negative
Lb5PRGumIFhDw7dcfmN22Q,"I love this spot, this is the fist time I've been back since the world went crazy.",positive
Lb5PRGumIFhDw7dcfmN22Q,It does seem under staffed but the staff that is here is killin it.,positive
Lb5PRGumIFhDw7dcfmN22Q,The salad bar is ice cold and the croutons are warm.,neutral
Lb5PRGumIFhDw7dcfmN22Q,I come here after eating poorly for a bit and crush a few salads.,neutral
Lb5PRGumIFhDw7dcfmN22Q,The best pepper grinders in the biz.,positive
Q4V3u2A--PmeOjmzptGNTQ,CROUTONS!,positive
Q4V3u2A--PmeOjmzptGNTQ,CROUTONS!,positive
Q4V3u2A--PmeOjmzptGNTQ,Yummy CROUTONS!Those are worth at least 1 star alone!!!!,positive
Q4V3u2A--PmeOjmzptGNTQ,Salad bar was open!,positive
Q4V3u2A--PmeOjmzptGNTQ,Fully stocked!,positive
Q4V3u2A--PmeOjmzptGNTQ,And had their delicious croutons!!!,positive
Q4V3u2A--PmeOjmzptGNTQ,They are delicious!,positive
Q4V3u2A--PmeOjmzptGNTQ,"Only location is in greenwood, don't get get often but glad they made it through the rough time!",positive
Q4V3u2A--PmeOjmzptGNTQ,"Service was great, salad bar is now $4.99 extra as it used to be available as one of your sides, not now but I understand:(My chicken tenders came out a little well done, the loaded fries I didn't care for, they had queso cheese, shredded cheese , bacon and chives.",negative
Q4V3u2A--PmeOjmzptGNTQ,Next time I will ask to either keep queso off because as it got cold it got,negative
Q4V3u2A--PmeOjmzptGNTQ,gross:(The,negative
Q4V3u2A--PmeOjmzptGNTQ,drinks were delicious!,positive
Q4V3u2A--PmeOjmzptGNTQ,They have nightly drink specials for $6 and lots of new food options!Highly,positive
Q4V3u2A--PmeOjmzptGNTQ,recommend even if u go just for the croutons!,positive
nEpzZa84zluXpc3j8zTaug,We hadn't been in for a while and they have a new menu.,neutral
nEpzZa84zluXpc3j8zTaug,"Tried the chicken carbonara, loved the mix of veggies, tasty sauce and bacon.",positive
nEpzZa84zluXpc3j8zTaug,Good and friendly service.,positive
nEpzZa84zluXpc3j8zTaug,"I don't know why they don't do something about the bathrooms, there is no excuse for it to be so cold, it has been that way for years.",negative
nEpzZa84zluXpc3j8zTaug,So cold the handsoap even felt cold in hands.,negative
ftbh-le7MHOXTBlvdyG0Nw,so so t get me wrong.,negative
ftbh-le7MHOXTBlvdyG0Nw,food was hot and had good flavor.,positive
ftbh-le7MHOXTBlvdyG0Nw,how a restaurant can survive with 3 staff and not seat us due to kitchen prioritizing take out over dine in.,negative
ftbh-le7MHOXTBlvdyG0Nw,not the best for customer service so again we will vote with our feet.,negative
ZxH23_bGW9d4XqPGM33O5g,Super busy and way understaffed.,negative
ZxH23_bGW9d4XqPGM33O5g,Waited 20 minutes for a table.,negative
ZxH23_bGW9d4XqPGM33O5g,Even though they were pushy the waitress took care of us in a timely manner.,positive
ZxH23_bGW9d4XqPGM33O5g,Ordered the PULLED BBQ PORK.,neutral
ZxH23_bGW9d4XqPGM33O5g,It was tough or old and chewy.,negative
ZxH23_bGW9d4XqPGM33O5g,In addition I t was not PULLED it was cut cubes.,negative
ZxH23_bGW9d4XqPGM33O5g,When I mentioned this to the waitress all she did was apologize and say she'd pass it on to the cook.,negative
ZxH23_bGW9d4XqPGM33O5g,"No discount of any type, not even an offer to exchange it.",negative
ZxH23_bGW9d4XqPGM33O5g,I understand being both busy and short staffed but to not to offer anything for the food that was not as ordered nor fresh is almost insulting...,negative
ZxH23_bGW9d4XqPGM33O5g,lime we only want your money we don't care if the food is right.,negative
EYeAffRoiHDrIfquNJXBCA,Came for lunch but the doors were locked.,negative
EYeAffRoiHDrIfquNJXBCA,Stood there for a minute and decided to call since there was no sign as to why they are not open.,neutral
EYeAffRoiHDrIfquNJXBCA,Lady told me they didn't have power and didn't know when they'd be open.,neutral
EYeAffRoiHDrIfquNJXBCA,I wish they'd have some courtesy and put a sign on the door and/or update their website.,negative
EYeAffRoiHDrIfquNJXBCA,A couple of cars pulled up and I told them the situation.,neutral
EYeAffRoiHDrIfquNJXBCA,They weren't happy either.,negative
EYeAffRoiHDrIfquNJXBCA,One couple said they came from around 86th street.,neutral
EYeAffRoiHDrIfquNJXBCA,What a waste of time.,negative
GbASkjFDnD1Ogb8LrLpskg,THE GARDEN BAR IS OPEN!!!!,positive
GbASkjFDnD1Ogb8LrLpskg,"So happy I went to my favorite chain restaurant for their ""5$ burger and fries or tots"" Marketing email!",positive
GbASkjFDnD1Ogb8LrLpskg,"Five bucks for a mediocre burger and fries, but added the Garden Bar for $4.99 (SO DELICIOUS!)",positive
GbASkjFDnD1Ogb8LrLpskg,"The garden bar is my only RT obsession, everything else is, well...mediocre.",negative
GbASkjFDnD1Ogb8LrLpskg,Don't judge me!,negative
_C0lh6_J5N1V3yaL_ySwkw,Asked for a medium-rare hamburger and received this.,negative
_C0lh6_J5N1V3yaL_ySwkw,Completely raw on the inside and still cold!,negative
_C0lh6_J5N1V3yaL_ySwkw,"I'm so disappointed, won't be eating here ever again.",negative
SSGKRmSE9LM_uFq1aiGplw,Usually good food and service.,positive
SSGKRmSE9LM_uFq1aiGplw,Today my mother's chicken had a piece of plastic in the sauce.,negative
SSGKRmSE9LM_uFq1aiGplw,It looked like a tab from a bread bag.,negative
SSGKRmSE9LM_uFq1aiGplw,"She got the ribs and they were a little dry, but ok.",negative
SSGKRmSE9LM_uFq1aiGplw,The place had no one in it when we arrived.,neutral
SSGKRmSE9LM_uFq1aiGplw,"Where we set, the floor was sticky, our shoes stuck to it.",negative
SSGKRmSE9LM_uFq1aiGplw,There was a few pieces of food  on the floor.,negative
SSGKRmSE9LM_uFq1aiGplw,I figured being almost 5pm and no one here they place would be cleaner.,negative
IgP5djdnc9V8X8u9-Ki7dA,Frankly was disappointed.,negative
IgP5djdnc9V8X8u9-Ki7dA,"We came out to celebrate a birthday, looked forward to taking family out to dinner.",neutral
IgP5djdnc9V8X8u9-Ki7dA,"We ordered, we waited close to an hour for the food to be delivered to the table.",negative
IgP5djdnc9V8X8u9-Ki7dA,"I ordered my ribeye medium rare, came to the table well done.",neutral
IgP5djdnc9V8X8u9-Ki7dA,"We ordered 3 ribeyes, all well done.",neutral
IgP5djdnc9V8X8u9-Ki7dA,"Told the staff about my steak, and the other 2 rib eyes, nothing was done to correct it.",negative
IgP5djdnc9V8X8u9-Ki7dA,I use to love coming here with family.,positive
IgP5djdnc9V8X8u9-Ki7dA,Staff was friendly at least but very short staffed.,negative
IgP5djdnc9V8X8u9-Ki7dA,Hope things change,negative
X2Tndbo-W0Ik7eJLRICUbQ,"Okay, so first i go to the garden bar (as they call it) and there were ABSOLUTELY ZERO PLATES.",negative
X2Tndbo-W0Ik7eJLRICUbQ,There were 8 employees watching as I was waiting and i still had to ask them.,negative
X2Tndbo-W0Ik7eJLRICUbQ,"After my first time going up and them having no plates, i went a second time, THEY HAD NO FRUIT.",negative
X2Tndbo-W0Ik7eJLRICUbQ,"My child is 250 pounds (he is only 7) and on a strict fruit diet, so he didn't get to eat.",negative
X2Tndbo-W0Ik7eJLRICUbQ,I've had better food at Chuck e. cheese.,negative
X2Tndbo-W0Ik7eJLRICUbQ,My experience here was bad and i hated the bar.,negative
X2Tndbo-W0Ik7eJLRICUbQ,Our waiter was really nice though 2/10 Experience,negative
kHrtot5TKZmxq0gtnbK7-w,The salad bar was not at all full.,negative
kHrtot5TKZmxq0gtnbK7-w,Many things were missing.,negative
kHrtot5TKZmxq0gtnbK7-w,Service was good food was eh.,negative
kHrtot5TKZmxq0gtnbK7-w,I don't know if i recommend there was no pasta and no fruit.,negative
p26V3qG1E_cDW_kFR3qBog,Stopped at 5pm on a Sunday wasn't busy didn't get food for an hour.,negative
p26V3qG1E_cDW_kFR3qBog, When waitress brought food she said they got 2 large grub hub orders that's what took so long.,neutral
p26V3qG1E_cDW_kFR3qBog, Not sure when grub hub took president over in-person customers.,negative
pOFJ1bP7yX_LL3UEYNX38Q,My Favorite place to take my date/wife.,positive
pOFJ1bP7yX_LL3UEYNX38Q,The salad bar is awesome with its numerous choices!,positive
cipWOfSfIJE8LAGOgzspJg,Jeez.,negative
cipWOfSfIJE8LAGOgzspJg,This is the third time in this town I've order a steak Med rare.,neutral
cipWOfSfIJE8LAGOgzspJg,And the third time I've been served a steak that's well done.,neutral
cipWOfSfIJE8LAGOgzspJg,It sure makes my yorkies happy.,positive
cipWOfSfIJE8LAGOgzspJg,Because I can't eat it.,negative
GbVq3-ss2G-QfHwjm7MGpQ,"Quality of food, and quality of service we're excellent!",positive
GbVq3-ss2G-QfHwjm7MGpQ,We thoroughly enjoyed our visit.,positive
GbVq3-ss2G-QfHwjm7MGpQ,I wish our BurgerPalace didn't close up like they did!,negative
M9pw8tLzbGWIolN6Y5LbTw,Stopped in on a road trip.,neutral
M9pw8tLzbGWIolN6Y5LbTw, Ordered ribs which were very good.,positive
M9pw8tLzbGWIolN6Y5LbTw, The coleslaw was soggggy and old.,negative
M9pw8tLzbGWIolN6Y5LbTw,The salad was yesterdays too.,negative
M9pw8tLzbGWIolN6Y5LbTw, The ribeye while cooked to order had a lot of fat.,negative
M9pw8tLzbGWIolN6Y5LbTw,The fried shrimp while crispy were the tiniest shrimp I've seen.,negative
M9pw8tLzbGWIolN6Y5LbTw,"  Our server was great, personable and came round as needed.",positive
M9pw8tLzbGWIolN6Y5LbTw,The cocktails were on point.,positive
XE3NRBJ9L7DzaGRy2DcKnA,Terrible meal manager has bad attitude very unprofessional looking and acting don't know how to make Long Island ice tea really went down hill was good before won't be back meal bad she don't seem to care,negative
XE3NRBJ9L7DzaGRy2DcKnA, never tried to make it right waited 15 minutes for check,negative
Pp5gPrNwPwLym_jnVmdzig,We're from Pittsburgh & were in the area so decided to stop for dinner.,neutral
Pp5gPrNwPwLym_jnVmdzig,"I had been to a BurgerPalace many times years ago but when I went to one in Baltimore a couple years ago with my husband (his first time), he wondered why I spoke so highly of the restaurant because that one was horrendous.",negative
Pp5gPrNwPwLym_jnVmdzig,We decided to check this location out just because why not?,neutral
Pp5gPrNwPwLym_jnVmdzig,We were VERY satisfied.,positive
