,review_id,review_rating,review_sentences,label,rating_category
346,TYKJ-Pzz7uo4RFiaY1HqRQ,1,"This was the best value for the money, except he had onion rings instead of fries, and received 5 rings so if youre hungry opt for fries.",Somewhat Negative,negative
347,TYKJ-Pzz7uo4RFiaY1HqRQ,1,I waitress was polite but never returned to ask how everything was.,Somewhat Negative,negative
348,TYKJ-Pzz7uo4RFiaY1HqRQ,1,Later she dropped off the check without asking if we wanted desert.,Somewhat Negative,negative
349,TYKJ-Pzz7uo4RFiaY1HqRQ,1,"Total was $79 before tax and tip, good think we only get waters.",Somewhat Negative,negative
350,TYKJ-Pzz7uo4RFiaY1HqRQ,1,I did report this to the corporate website.,Somewhat Negative,negative
358,nGwT0LjD1MrBgXObKSWWaA,1,Service horrible.,Negative,negative
359,nGwT0LjD1MrBgXObKSWWaA,1,Ordered spaghetti squash.,Neutral,negative
360,nGwT0LjD1MrBgXObKSWWaA,1,It was rotten and they wouldn't comp or give another side.,Negative,negative
361,nGwT0LjD1MrBgXObKSWWaA,1,Offered me more squash but it was all made together so anything they would bring me would taste rotten.,Negative,negative
362,nGwT0LjD1MrBgXObKSWWaA,1,All they kept saying was we made it this morning.,Neutral,negative
363,nGwT0LjD1MrBgXObKSWWaA,1,Ok you may have had a rotten squash in the mix because I'm sure that they cook more than one squash a day!,Negative,negative
364,nGwT0LjD1MrBgXObKSWWaA,1,Do yourself a favor.,Neutral,negative
365,nGwT0LjD1MrBgXObKSWWaA,1,Go to a locally owned restaurant and support the locals.,Neutral,negative
366,nGwT0LjD1MrBgXObKSWWaA,1,I will never step foot in a BurgerPalace again.,Negative,negative
367,qOWKCzuZ5w6L3luuBJUzqQ,1,"Went here for lunch, awful service.",Negative,negative
368,qOWKCzuZ5w6L3luuBJUzqQ,1,I ordered a burger and asked for medium-rare.,Neutral,negative
369,qOWKCzuZ5w6L3luuBJUzqQ,1,"I received the burger raw, barely cooked.",Negative,negative
370,qOWKCzuZ5w6L3luuBJUzqQ,1,We waited about 10 min for a server to emerge so I could let them know.,Somewhat Negative,negative
372,qOWKCzuZ5w6L3luuBJUzqQ,1,Also the side salad lettuce was all rotten.,Negative,negative
373,qOWKCzuZ5w6L3luuBJUzqQ,1,The iced tea was pure sugar as well.,Negative,negative
374,qOWKCzuZ5w6L3luuBJUzqQ,1,I do not recommend this place.,Negative,negative
377,DR0L3dWMIHYDWI0bUeq9HQ,5,We ordered 150 individual boxed meals.,Neutral,negative
378,DR0L3dWMIHYDWI0bUeq9HQ,5,They were amazing.,Positive,positive
380,DR0L3dWMIHYDWI0bUeq9HQ,5,"Each meal (we chose 5 varieties each for 3 deliveries) was hot, fresh, and perfectly cooked.",Positive,positive
381,DR0L3dWMIHYDWI0bUeq9HQ,5,Our team absolutely loved it.,Positive,positive
382,DR0L3dWMIHYDWI0bUeq9HQ,5,We had ordered from FOUR other restaurants over the span of November and December catering and RT was the only one on point,Somewhat Positive,positive
383,v8wnJ6YK2bWi9Vqtg_dFLQ,1,Terrible service.,Negative,negative
384,v8wnJ6YK2bWi9Vqtg_dFLQ,1,I've been here many times and never had an issue.,Somewhat Positive,positive
385,v8wnJ6YK2bWi9Vqtg_dFLQ,1,I decided to order take out from their 'to go' menu.,Neutral,negative
386,v8wnJ6YK2bWi9Vqtg_dFLQ,1,They advertise 'to go' where they will come out and bring the food to your car but there was no option on the website for this?,Somewhat Negative,negative
387,v8wnJ6YK2bWi9Vqtg_dFLQ,1,I went inside to pick my food up and there was no one at the podium near the door.,Somewhat Negative,negative
388,v8wnJ6YK2bWi9Vqtg_dFLQ,1,I was standing there while a waiter was just hanging out near the salad bar.,Neutral,negative
389,v8wnJ6YK2bWi9Vqtg_dFLQ,1,He kept staring at me and I was waiting for him to come over and help me.,Somewhat Negative,negative
390,v8wnJ6YK2bWi9Vqtg_dFLQ,1,He never came over.,Negative,negative
391,v8wnJ6YK2bWi9Vqtg_dFLQ,1,He starting talking to some people and I was getting aggravated.,Negative,negative
392,v8wnJ6YK2bWi9Vqtg_dFLQ,1,Finally a waitress came over and I said I was picking up an order.,Neutral,negative
393,v8wnJ6YK2bWi9Vqtg_dFLQ,1,"In a snobby tone, she told me I had to pick up my order at the bar.",Negative,negative
394,v8wnJ6YK2bWi9Vqtg_dFLQ,1,How was I supposed to know I had to pick the food up at the bar?,Somewhat Negative,negative
395,v8wnJ6YK2bWi9Vqtg_dFLQ,1,She then walked away in a different direction and didn't even walk me to where the bar was.,Negative,negative
397,v8wnJ6YK2bWi9Vqtg_dFLQ,1,"Don't know what was up with the staff, but they were very rude and seemed to only care about socializing.",Negative,negative
398,v8wnJ6YK2bWi9Vqtg_dFLQ,1,I will not be ordering from here again.,Negative,negative
399,v8wnJ6YK2bWi9Vqtg_dFLQ,1,You just lost a customer.,Negative,negative
400,Yciy7V1DITiO5gM8aXwAEg,4,Usually its not a long wait but today was busy so it we did have a semi long wait.,Somewhat Negative,negative
401,Yciy7V1DITiO5gM8aXwAEg,4,My friend said the breadstick was too salty but his shrimp pasta was good.,Somewhat Positive,positive
402,Yciy7V1DITiO5gM8aXwAEg,4,The hot mess burger was noted to have too much sauce but was super great.,Somewhat Positive,positive
403,Yciy7V1DITiO5gM8aXwAEg,4,Overall the food was amazing.,Positive,positive
404,Yciy7V1DITiO5gM8aXwAEg,4,And the dessert definitely didn't disappoint.,Somewhat Positive,positive
405,Yciy7V1DITiO5gM8aXwAEg,4,Everything was delicious and ill of course come back.,Positive,positive
406,QXNbc2mbDDd-a1IzTyZ1Pw,1,"Service was trash, waitress was high as hell (I support maryjane use but not when you're on cloud nine staring at the ceiling and I'm hungry).",Negative,negative
407,QXNbc2mbDDd-a1IzTyZ1Pw,1,"Will not go again and would recommend others not to, there's a 5 guys not to far, go to them",Negative,negative
408,81e60qYLYghv5e9EQgs10A,5,My Family and I ate here tonight at BurgerPalace Very Friendly Staff and Waiter (Eladio)Wait time to be seated was less than 5 minutes.,Positive,positive
409,81e60qYLYghv5e9EQgs10A,5,"Very clean, neat and reasonable prices.",Positive,positive
410,81e60qYLYghv5e9EQgs10A,5,Food was very tasty.,Positive,positive
411,81e60qYLYghv5e9EQgs10A,5,I ordered the Turkey burger with a side of Broccoli.,Neutral,negative
412,81e60qYLYghv5e9EQgs10A,5,Christmas music and relaxing music was playing it was a very nice and relaxing environment.,Positive,positive
413,81e60qYLYghv5e9EQgs10A,5,My Mom and Aunt enjoyed themselves as well.,Positive,positive
414,81e60qYLYghv5e9EQgs10A,5,Very friendly and peaceful environment.,Positive,positive
415,81e60qYLYghv5e9EQgs10A,5,Very roomy seating.,Positive,positive
416,pjDzyAdl5ml3lHfSZcmmHw,1,Burger was good but fruit flies were EVERYWHERE!,Somewhat Positive,positive
417,pjDzyAdl5ml3lHfSZcmmHw,1,I mean flying around the open liquor bottles everywhere and everyone thought it was normal.,Somewhat Negative,negative
418,pjDzyAdl5ml3lHfSZcmmHw,1,If I noticed it the staff should never will go back but then again I won't ever be back in this small ass town anyways DISGUSTING!!!!,Negative,negative
419,HSItJcWd-H3lB13whdra9Q,1,No wonder they're closing up BurgerPalace,Negative,negative
420,HSItJcWd-H3lB13whdra9Q,1,Food suck and to go sucks even more.,Negative,negative
421,HSItJcWd-H3lB13whdra9Q,1,Ordered to go 2 of their overpriced cheeseburgers.,Negative,negative
422,HSItJcWd-H3lB13whdra9Q,1,I ordered mine medium rare and my Wife ordered hers medium.,Neutral,negative
423,HSItJcWd-H3lB13whdra9Q,1,We ordered extra Mayo on them.,Neutral,negative
424,HSItJcWd-H3lB13whdra9Q,1,We get to where we were going and opened up the bag.,Neutral,negative
426,HSItJcWd-H3lB13whdra9Q,1,Not a frigging napkin.,Negative,negative
427,HSItJcWd-H3lB13whdra9Q,1,"Also, no utensils either.",Negative,negative
428,HSItJcWd-H3lB13whdra9Q,1,So I guess you have to eat with your hands and spread the Mayo on with your fingers and lick your fingers clean.,Negative,negative
431,HSItJcWd-H3lB13whdra9Q,1,2 burgers that tasted like sawdust they were so dry.,Negative,negative
433,HSItJcWd-H3lB13whdra9Q,1,You could hardly swallow the garbage.,Negative,negative
434,HSItJcWd-H3lB13whdra9Q,1,I barely ate half and threw it out.,Negative,negative
435,HSItJcWd-H3lB13whdra9Q,1,Burger King would have been much better.,Negative,negative
436,HSItJcWd-H3lB13whdra9Q,1,We will never again go their.,Negative,negative
437,HSItJcWd-H3lB13whdra9Q,1,Their food and service sucks.,Negative,negative
438,mb4RU04jAcnnHAuU2qseeA,2,The food was good and reasonably priced.,Somewhat Positive,positive
439,mb4RU04jAcnnHAuU2qseeA,2,The atmosphere was a little off but we will chock that up to the covid regulations about dinning.,Somewhat Negative,negative
440,mb4RU04jAcnnHAuU2qseeA,2,"The reason they did not score high is due to our server ""Star"" with long black hair and a Nike logo interacted with us about 2 times.",Somewhat Negative,negative
441,mb4RU04jAcnnHAuU2qseeA,2,She was dry and did not try to build customer relationships.,Negative,negative
442,mb4RU04jAcnnHAuU2qseeA,2,It was clear with the regulars or people that she knew she were personable and would talk to them but with new people it seemed to be an inconvenience or almost beneath her.,Negative,negative
443,mb4RU04jAcnnHAuU2qseeA,2,She took our drink order and our food order.,Neutral,negative
444,mb4RU04jAcnnHAuU2qseeA,2,Had another server drop our food off.,Neutral,negative
445,mb4RU04jAcnnHAuU2qseeA,2,Then we didn't see her again until the end of our meal when she asked about dessert and dropped out tab off.,Somewhat Negative,negative
446,mb4RU04jAcnnHAuU2qseeA,2,"We then waited an additional 10-15 minutes to where we witnessed another Ginger/red hair worker clearing tables, seating people, cashing people out, and cleaning bathrooms while our server was no where in the dining area.",Somewhat Negative,negative
447,mb4RU04jAcnnHAuU2qseeA,2,"Over all the food was good and enjoyable, but the way the server treats customers was uncomfortable and unfriendly.",Somewhat Negative,negative
448,mb4RU04jAcnnHAuU2qseeA,2,Recommend putting this as a take out place and not an actual sit down dining experience.,Somewhat Negative,negative
449,h48h6tsqcmSYmB4oTsh76w,1,Will never be going back here again!,Negative,negative
450,h48h6tsqcmSYmB4oTsh76w,1,The kitchen forgot about my dinner then when it finally came out I got food poisoning from it!,Negative,negative
451,h48h6tsqcmSYmB4oTsh76w,1,Was so sick couldn't even make it 15 min from the restaurant!,Negative,negative
452,h48h6tsqcmSYmB4oTsh76w,1,Do not recommend,Negative,negative
453,H-wyPvJkCkvQLdvO3YnrYQ,5,Good food and excellent broccoli.,Positive,positive
454,H-wyPvJkCkvQLdvO3YnrYQ,5,Good service and food is delicious.,Positive,positive
455,H-wyPvJkCkvQLdvO3YnrYQ,5,Very delightful with great service.,Positive,positive
456,j5llUKeh4cC5CpmXOEnM7g,1,Don't fall for the BS!,Negative,negative
457,j5llUKeh4cC5CpmXOEnM7g,1,I left vm for the area supervisor about this visit.,Somewhat Negative,negative
459,j5llUKeh4cC5CpmXOEnM7g,1,Never heard anything from them?Followed direction to email:guestrelations@rubytuesd...With all the information about my visit.,Somewhat Negative,negative
462,j5llUKeh4cC5CpmXOEnM7g,1,They still don't have hairnets over their beards?,Negative,negative
463,fT8Xm3f8gWCsY79xA1gCaA,1,BurgerPalace in Oswego is disgusting walked in walked out smelled nasty dirty stay far away...,Negative,negative
465,Dh9hwV8L7Oq-TyFZUuYYNg,1,"Extremely unsatisfied with my food, service was unacceptable not to mention my drink was filled one time the whole hour I was in the restaurant and when I got there it was a 30min wait when there were multiple open tables",Negative,negative
466,WhyazVodCjMWbe04RY1A6Q,1,My brother ordered a steak medium-rare.,Neutral,negative
467,WhyazVodCjMWbe04RY1A6Q,1,the steak came with a slight sear and completely raw in the middle.,Negative,negative
468,WhyazVodCjMWbe04RY1A6Q,1,"He sent It back, and it came back, a little more seared, but still 50 percent raw.",Negative,negative
469,WhyazVodCjMWbe04RY1A6Q,1,"he said he was done, didn't eat the steak.",Negative,negative
470,WhyazVodCjMWbe04RY1A6Q,1,he ate his sides.,Neutral,negative
471,WhyazVodCjMWbe04RY1A6Q,1,we got a 10 percent discount on each item.,Somewhat Positive,positive
472,WhyazVodCjMWbe04RY1A6Q,1,"came out to about 5 dollars discount, meaning he got charged 12 dollars for some zucchini and potatoes and ruined dinner.",Somewhat Negative,negative
473,WhyazVodCjMWbe04RY1A6Q,1,"If I was the owner, I'd be so embarrassed that the steak was messed up twice, and I'd completely refund both meals.",Negative,negative
474,WhyazVodCjMWbe04RY1A6Q,1,Go to Red Sun and get a great meal reasonably priced.,Negative,negative
598,CJX1FNYHsHLL4jwc_vvsnQ,3,The food was amazing.,Positive,positive
599,CJX1FNYHsHLL4jwc_vvsnQ,3,We started with the shrimp fondue appetizer.,Neutral,negative
600,CJX1FNYHsHLL4jwc_vvsnQ,3,I had half rack of ribs with tots and broccoli.,Neutral,negative
601,CJX1FNYHsHLL4jwc_vvsnQ,3,The ribs were done to perfection in their classic bbq sauce. Falling off the bone and delicious.,Positive,positive
602,CJX1FNYHsHLL4jwc_vvsnQ,3,My daughter had the shrimp scampi in a lemon sauce.,Neutral,negative
603,CJX1FNYHsHLL4jwc_vvsnQ,3,She too really enjoyed her meal.,Positive,positive
604,CJX1FNYHsHLL4jwc_vvsnQ,3,She said the shrimp were amazing but the sauce was a little too lemony.,Neutral,negative
605,CJX1FNYHsHLL4jwc_vvsnQ,3,"Overall, she would order it again because it had a lot of flavor.",Somewhat Positive,positive
606,CJX1FNYHsHLL4jwc_vvsnQ,3,The waiter was subpar.,Somewhat Negative,negative
607,CJX1FNYHsHLL4jwc_vvsnQ,3,"He was quick to take our order, but he never approached our table again except to see if we wanted dessert.",Somewhat Negative,negative
608,CJX1FNYHsHLL4jwc_vvsnQ,3,Never asked I'd everything was ok.,Somewhat Negative,negative
609,CJX1FNYHsHLL4jwc_vvsnQ,3,Never asked if we needed refills.,Somewhat Negative,negative
610,CJX1FNYHsHLL4jwc_vvsnQ,3,Not even a check in.,Somewhat Negative,negative
612,CJX1FNYHsHLL4jwc_vvsnQ,3,"If he was overwhelmed by his 4 tables he was serving, fine, but they were in a row (all booths) so he could easily have checked in while walking by. Nope.",Negative,negative
614,CJX1FNYHsHLL4jwc_vvsnQ,3,It's a shame because this place deserves 5 stars based on our meal.,Somewhat Negative,negative
615,CJX1FNYHsHLL4jwc_vvsnQ,3,"When it was time to pay, he brought over a portable credit card machine and left it on the table and walked away.",Somewhat Negative,negative
616,CJX1FNYHsHLL4jwc_vvsnQ,3,I wanted to pay cash but didn't because I wasn't sure if I was allowed.,Neutral,negative
617,CJX1FNYHsHLL4jwc_vvsnQ,3,I accidentally hit the wrong button on the machine and had to navigate my way through his other open orders to find mine.,Somewhat Negative,negative
618,CJX1FNYHsHLL4jwc_vvsnQ,3,"Oddly, we had the same tab total as another table so if I didnt check it out, their bill would have been paid.",Neutral,negative
619,CJX1FNYHsHLL4jwc_vvsnQ,3,"It's a bad system that allowed me to see other orders, but even worse that he just left the machine for me to do whatever with it.",Negative,negative
620,CJX1FNYHsHLL4jwc_vvsnQ,3,Really I have one pet peeve when eating at a restaurant and this is when the server doesn't ask us if everything is OK while we are still eating.,Somewhat Negative,negative
621,CJX1FNYHsHLL4jwc_vvsnQ,3,"If you wait until we are done, it's too late.",Somewhat Negative,negative
622,bYNbZF4Bzh2REAsL46dj-A,1,Alway order online from this location.,Neutral,negative
623,bYNbZF4Bzh2REAsL46dj-A,1,I decided to take my kids out to celebrate their good grades for the end of school year.,Somewhat Positive,positive
624,bYNbZF4Bzh2REAsL46dj-A,1,Happy to finally be in a restaurant.,Somewhat Positive,positive
625,bYNbZF4Bzh2REAsL46dj-A,1,They seated us and we were at our table for 25 minutes without a waiter.,Somewhat Negative,negative
626,bYNbZF4Bzh2REAsL46dj-A,1,The waiters kept passing by us.,Somewhat Negative,negative
627,bYNbZF4Bzh2REAsL46dj-A,1,They truly ignored us.,Negative,negative
628,bYNbZF4Bzh2REAsL46dj-A,1,When we got up to leave they proceeded to tell us our waiter was coming.,Neutral,negative
629,bYNbZF4Bzh2REAsL46dj-A,1,There were two groups of caucasian people that came after us and they were served.,Somewhat Negative,negative
630,bYNbZF4Bzh2REAsL46dj-A,1,Work on your customer service with people of color.,Negative,negative
631,bYNbZF4Bzh2REAsL46dj-A,1,Very very disappointing.,Negative,negative
632,-uPK9SArgf-4GF23jOPbnQ,1,Nice while it lasted.,Somewhat Positive,positive
633,-uPK9SArgf-4GF23jOPbnQ,1,Post Covid they closed this location.,Neutral,negative
634,-uPK9SArgf-4GF23jOPbnQ,1,Nearest location is in Mt Laurel NJ..Too far to travel with competitors close by.,Somewhat Negative,negative
635,-uPK9SArgf-4GF23jOPbnQ,1,Shame we enjoyed dining there.,Somewhat Positive,positive
636,-uPK9SArgf-4GF23jOPbnQ,1,"During Covid shut down we did take out, but I guess not enough business to stay open.",Somewhat Negative,negative
637,VaWUq3rZfnA-qm8mz2K24g,5,Patrick is the best server ever!!,Positive,positive
638,VaWUq3rZfnA-qm8mz2K24g,5,"He was super polite, respectful, and made sure we had a great experience!",Positive,positive
639,VaWUq3rZfnA-qm8mz2K24g,5,The food was also great!,Positive,positive
640,EDkTF1QOzOn0vQDVgEcsZA,2,I will say the wait staff was great!!!,Positive,positive
641,EDkTF1QOzOn0vQDVgEcsZA,2,The food however was not very good at all.,Negative,negative
642,EDkTF1QOzOn0vQDVgEcsZA,2,I came with my three kids whom are not picky eaters.,Somewhat Positive,positive
643,EDkTF1QOzOn0vQDVgEcsZA,2,My oldest had the nacho appetizer for and entree.,Neutral,negative
644,EDkTF1QOzOn0vQDVgEcsZA,2,"Not good at all she asked for jalapeños on it, literally got 2 slices.",Negative,negative
645,EDkTF1QOzOn0vQDVgEcsZA,2,"My sons ribs were ""ok"" and ""warm"".",Somewhat Positive,positive
646,EDkTF1QOzOn0vQDVgEcsZA,2,My other son's burger was decent.,Neutral,negative
647,EDkTF1QOzOn0vQDVgEcsZA,2,I had the rib eye.,Neutral,negative
648,EDkTF1QOzOn0vQDVgEcsZA,2,Way too salty and very thinly cut.,Negative,negative
649,EDkTF1QOzOn0vQDVgEcsZA,2,Mushy broccoli.,Negative,negative
650,EDkTF1QOzOn0vQDVgEcsZA,2,The mashed potatoes were ok.,Neutral,negative
651,EDkTF1QOzOn0vQDVgEcsZA,2,Not a very good food experience.,Somewhat Negative,negative
652,Kl_GIVpKy0-n5TO4mpu7lw,5,Great staff.,Positive,positive
653,Kl_GIVpKy0-n5TO4mpu7lw,5,Ladies out front wonderful.,Positive,positive
654,Kl_GIVpKy0-n5TO4mpu7lw,5,Personable and very accommodating.,Positive,positive
655,Kl_GIVpKy0-n5TO4mpu7lw,5,Will be back.,Positive,positive
656,rdL7xbXHBzJj08ZZ6tifrQ,1,The past year this place has gone from bad to worse.,Negative,negative
657,rdL7xbXHBzJj08ZZ6tifrQ,1,"Dirty dishes, nasty food.",Negative,negative
658,rdL7xbXHBzJj08ZZ6tifrQ,1,No manager to complain to this past weekend.,Negative,negative
659,rdL7xbXHBzJj08ZZ6tifrQ,1,This is the last time I will ever go there again.,Negative,negative
660,rdL7xbXHBzJj08ZZ6tifrQ,1,I complained that my potato was room temp.,Somewhat Negative,negative
661,rdL7xbXHBzJj08ZZ6tifrQ,1,And the waitress said it was because they were trying to clean up and leave.,Neutral,negative
662,rdL7xbXHBzJj08ZZ6tifrQ,1,She then sat down took off her shoes and socks and picked at her feet.,Neutral,negative
663,rdL7xbXHBzJj08ZZ6tifrQ,1,"Put her shoes back on, and came back over to our table to refill our tea.",Neutral,negative
664,rdL7xbXHBzJj08ZZ6tifrQ,1,And she didn't wash her hands.,Somewhat Negative,negative
665,rdL7xbXHBzJj08ZZ6tifrQ,1,What else can I say.,Somewhat Negative,negative
666,rdL7xbXHBzJj08ZZ6tifrQ,1,Stay away!,Negative,negative
667,L5mgChsa9NEH_BpFYe9HJA,1,We called before pulling into the parking lot and were told no wait.,Neutral,negative
668,L5mgChsa9NEH_BpFYe9HJA,1,"2 minutes later we went in and we're told there would be at least 30 minutes for a table, despite many empty tables.",Somewhat Negative,negative
669,L5mgChsa9NEH_BpFYe9HJA,1,My husband complained to the hostess.,Somewhat Negative,negative
670,L5mgChsa9NEH_BpFYe9HJA,1,A lady that said she was her mother followed us out to the car and opened the driver door and started yelling at us for being rude to her grown daughter.,Negative,negative
672,L5mgChsa9NEH_BpFYe9HJA,1,"To step away from the door enough to close it, she went and stood behind our vehicle and banged on the back window.",Somewhat Negative,negative
673,L5mgChsa9NEH_BpFYe9HJA,1,She wouldn't move so we could pull out until she saw I was calling the police.,Somewhat Negative,negative
674,3YLRmrQb_NSX9ynFKjFGAg,1,What a mess.,Somewhat Negative,negative
675,3YLRmrQb_NSX9ynFKjFGAg,1,I ordered the chicken quesadilla.,Neutral,negative
676,3YLRmrQb_NSX9ynFKjFGAg,1,"It was made totally wrong, with tomatoes inside, no bacon or scallions inside, and not served with the pico and sour cream.",Negative,negative
677,3YLRmrQb_NSX9ynFKjFGAg,1,It was also tossed on a disposable plate piled on top of each other (each piece like it was thrown on.),Somewhat Negative,negative
678,3YLRmrQb_NSX9ynFKjFGAg,1,The waitress was great and took it off the bill but did inform me even they said when she took it back it was messed up.,Somewhat Positive,positive
679,3YLRmrQb_NSX9ynFKjFGAg,1,"My daughters sliders, the cheese wasn't melted but were other wise okay and speaking of non melted cheese, check out the ""cheese fries"" also sans scallions covered in what appears to be canned cheese sauce (which tasted gritty like it was old and separating) non melted shredded cheddar and bacon crumbles.",Somewhat Negative,negative
680,3YLRmrQb_NSX9ynFKjFGAg,1,No ranch served like in the menu.,Somewhat Negative,negative
681,3YLRmrQb_NSX9ynFKjFGAg,1,(Also arrived when my mom was finishing up her entree),Somewhat Negative,negative
682,3YLRmrQb_NSX9ynFKjFGAg,1,"The fries in the kids meals were so bad my two year old was like ""nope"" and he eats old McDonald's off the van floor.",Somewhat Negative,negative
683,3YLRmrQb_NSX9ynFKjFGAg,1,"My mom got the chicken Alfredo, the broccoli was hard and it looked and tasted like it had been microwaved from frozen.",Negative,negative
684,3YLRmrQb_NSX9ynFKjFGAg,1,She ate it though because she was starving.,Neutral,negative
685,3YLRmrQb_NSX9ynFKjFGAg,1,"And said it ""wasn't horrible but not great.",Somewhat Negative,negative
686,3YLRmrQb_NSX9ynFKjFGAg,1,"Don't get me wrong, I don't expect a ton from chains but come on man.",Somewhat Negative,negative
687,3YLRmrQb_NSX9ynFKjFGAg,1,"Again, the waitress was great and assisted us without complaint (her tip was in no way affected by the back of house travesty) but I don't think we'll be back.",Neutral,negative
688,BmJGRcGXefHFaD3XR7umIg,4,Difficulty choosing what we wanted for food after our horse event nearby.,Neutral,negative
689,BmJGRcGXefHFaD3XR7umIg,4,Some of this group has shut down.,Somewhat Negative,negative
690,BmJGRcGXefHFaD3XR7umIg,4,Glad is open here.,Somewhat Positive,positive
691,BmJGRcGXefHFaD3XR7umIg,4,Always been good choice.,Somewhat Positive,positive
692,BmJGRcGXefHFaD3XR7umIg,4,"And this was real good, everything.",Positive,positive
693,BmJGRcGXefHFaD3XR7umIg,4,I had the Blackened Shrimp and Sausage Pasta with requested marinara.,Neutral,negative
694,BmJGRcGXefHFaD3XR7umIg,4,Sure good.,Positive,positive
695,aEejuz30K1OHWfYHPL9K6Q,2,Food took well over an hour to come out and then was not good.,Negative,negative
696,aEejuz30K1OHWfYHPL9K6Q,2,Giving this 2 stars because the broccoli was strait gas dawg.,Somewhat Negative,negative
697,xAuI0bwUkAfmf3yTlr9Tqg,2,We didn't get waters until after the appetizers came out... but the BurgerPalace Relaxers are gas.,Neutral,negative
698,zYM2sLgjXyJsp5foIfix-Q,1,I have tried contact guest review BurgerPalace per the response given and aboaoltuely nothing has happened and no further communication has transpired.,Somewhat Negative,negative
699,9IZPv6bso00lVz7obdvMJA,1,My hubby & I decided to try a place we had never eaten at before so we pulled into BurgerPalace as we were driving thru.,Neutral,negative
700,9IZPv6bso00lVz7obdvMJA,1,I'll never know how good or bad the food was as we were seated & told our server would be with us in a moment.,Neutral,negative
701,9IZPv6bso00lVz7obdvMJA,1,He must have quit as we were never offered a drink or anything.,Somewhat Negative,negative
702,9IZPv6bso00lVz7obdvMJA,1,There were 3 workers at a table chatting & no one ever helped us.,Somewhat Negative,negative
703,9IZPv6bso00lVz7obdvMJA,1,Fed up we finally left.,Negative,negative
704,9IZPv6bso00lVz7obdvMJA,1,"As we walked out the girl said in a cheerful voice, have a nice day.",Somewhat Positive,positive
705,9IZPv6bso00lVz7obdvMJA,1,Really????,Negative,negative
706,9IZPv6bso00lVz7obdvMJA,1,Nice would have been doing your job & feeding me.,Negative,negative
707,6i0y0-6diaqKuSJlrpobhQ,1,Placed an online pickup order for the advertised BBQ chicken salad.,Neutral,negative
708,6i0y0-6diaqKuSJlrpobhQ,1,"Upon arrival, I waited in the entrance for close to 10 minutes before any staff even acknowledged my presence, even though 3 different staff members saw me standing there.",Somewhat Negative,negative
709,6i0y0-6diaqKuSJlrpobhQ,1,The salad was quite small for the price AND there was not a speck of chicken on the salad.,Somewhat Negative,negative
710,6i0y0-6diaqKuSJlrpobhQ,1,Very disappointing.,Negative,negative
711,6i0y0-6diaqKuSJlrpobhQ,1,I won't ever return.,Negative,negative
712,6i0y0-6diaqKuSJlrpobhQ,1,Service and food were bad,Negative,negative
713,q6JzgFcqzF6xUkzMJfeWig,4,Went there for lunch while on the road.,Neutral,negative
714,q6JzgFcqzF6xUkzMJfeWig,4,Really enjoyed the endless soup and salad bar.,Somewhat Positive,positive
715,q6JzgFcqzF6xUkzMJfeWig,4,Our waitress was great .,Positive,positive
716,q6JzgFcqzF6xUkzMJfeWig,4,We will be back.,Somewhat Positive,positive
717,WB-EsTmkGVD_HrfRYxH9aw,1,Isn't it funny that there has been no response from management?,Somewhat Negative,negative
718,WB-EsTmkGVD_HrfRYxH9aw,1,That says a lot about their commitment to quality and customer service.,Neutral,negative
719,WB-EsTmkGVD_HrfRYxH9aw,1,I would advise no one support this establishment.,Somewhat Negative,negative
720,V17rzZ1fvjBbNhS0rZ0fVw,1,Took my father for a nice Father's day lunch on 6/20/21.,Neutral,negative
721,V17rzZ1fvjBbNhS0rZ0fVw,1,"We waited for at least 15 minutes before our server even came to get our drink order; at which time he said ""guess they snuck you in on me"". There was only 1 other table, (1 person) in the server's area when we were seated and finally placed our order yet we waited over an hour to receive it.",Somewhat Negative,negative
722,V17rzZ1fvjBbNhS0rZ0fVw,1,That was only after I asked our server about it.,Somewhat Negative,negative
723,V17rzZ1fvjBbNhS0rZ0fVw,1,I know that covid has caused a lot of business' to be short handed so we waited patiently.,Neutral,negative
724,V17rzZ1fvjBbNhS0rZ0fVw,1,Server said he got busy all at once and our order was being prepared.,Neutral,negative
725,V17rzZ1fvjBbNhS0rZ0fVw,1,The other three tables that came in considerably after we placed our order were finishing their meals and leaving.,Neutral,negative
726,V17rzZ1fvjBbNhS0rZ0fVw,1,There was not doubt in my mind that he forgot to turn our order in.,Somewhat Negative,negative
727,V17rzZ1fvjBbNhS0rZ0fVw,1,"Once we received our order, my father's Asiago Steak & shrimp came with no shrimp and the steak was small and hurriedly cooked.",Somewhat Negative,negative
728,V17rzZ1fvjBbNhS0rZ0fVw,1,We arrived just before 2:00pm and didn't get out of there until 4:25pm.,Neutral,negative
729,V17rzZ1fvjBbNhS0rZ0fVw,1,The server then presented me with a $51.83 ticket and said I hope we didn't hold you up today.,Neutral,negative
730,V17rzZ1fvjBbNhS0rZ0fVw,1,No offer to discount or even apologize for what happened.,Somewhat Negative,negative
731,V17rzZ1fvjBbNhS0rZ0fVw,1,I never post negative experiences but I just couldn't let this one go.,Somewhat Negative,negative
732,V17rzZ1fvjBbNhS0rZ0fVw,1,It literally ruin the day for my dad...,Negative,negative
734,rkW7aWyM9_Lx3tYeVC-y4Q,1,Went to the BurgerPalace in Springfield Mo next to the Drury Inn..,Neutral,negative
